"A","B","C","degree","error","cross","SVs","obj.fun","t.user","t.sys","t.elapsed"
2,5,1000,4,0,0.0064,639.8,0,4.345,0.028,4.371
2,5,10000,4,0,0.0056,636.4,0,4.346,0.011,4.36
2,5,1,5,0,0.0058,741.9,0,4.679,0.016,4.696
2,5,10,5,0,0.0059,741.4,0,4.428,0.028,4.459
2,5,100,5,0,0.0057,729.9,0,4.497,0.008,4.508
2,5,1000,5,0,0.0063,732,0,3.568,0.015,3.585
2,5,10000,5,0,0.0072,727.9,0,2.509,0.011,2.521
2,6,1,1,0.0013,0.019,70.8,-16.1969,1.251,0,1.251
2,6,10,1,0,0.0186,67.8,-19.6735,1.261,0.001,1.265
2,6,100,1,0,0.0204,70.2,-22.6932,1.279,0.006,1.285
2,6,1000,1,0,0.0178,66.7,-18.4962,1.212,0.006,1.223
2,6,10000,1,0,0.0207,68.1,-50.211,1.339,0.007,1.349
2,6,1,2,0,0.0039,178.8,-0.0091,1.528,0,1.53
2,6,10,2,0,0.0033,176.3,-0.009,1.499,0.001,1.505
2,6,100,2,0,0.0036,177.9,-0.0092,1.524,0.003,1.53
2,6,1000,2,0,0.0033,177.5,-0.0091,1.625,0.002,1.626
2,6,10000,2,0,0.0046,182.2,-0.0096,1.649,0,1.65
2,6,1,3,0,0.0036,317.9,-1e-04,2.423,0.003,2.426
2,6,10,3,0,0.0032,319.7,-1e-04,2.392,0.006,2.401
2,6,100,3,0,0.0028,317.8,-1e-04,2.444,0.001,2.449
2,6,1000,3,0,0.0028,315.9,-1e-04,2.426,0.003,2.428
2,6,10000,3,0,0.0029,314.9,-1e-04,2.388,0.004,2.393
2,6,1,4,0,0.0047,476.9,0,3.389,0.005,3.395
2,6,10,4,0,0.0047,476.8,0,3.392,0.006,3.4
2,6,100,4,0,0.0051,468.1,0,3.365,0.001,3.366
2,6,1000,4,0,0.0051,474.2,0,3.324,0.022,3.349
2,6,10000,4,0,0.0051,473,0,3.333,0.005,3.341
2,6,1,5,0,0.0067,591.5,0,3.678,0.008,3.688
2,6,10,5,0,0.0066,584.5,0,3.559,0.009,3.572
2,6,100,5,0,0.0064,585.8,0,3.598,0,3.601
2,6,1000,5,0,0.007,578.6,0,3.003,0.005,3.012
2,6,10000,5,0,0.0067,582.4,0,2.093,0.005,2.095
2,7,1,1,3e-04,0.0132,61.1,-9.2842,1.089,0,1.091
2,7,10,1,0,0.0144,56.2,-8.5034,1.044,0.003,1.052
2,7,100,1,0,0.0132,58.5,-7.8864,1.065,0.008,1.069
2,7,1000,1,0,0.013,59.4,-10.2536,1.088,0.011,1.102
2,7,10000,1,0,0.0131,55,-7.8672,1.051,0,1.053
2,7,1,2,0,0.0108,216.4,-0.0172,1.775,0.002,1.779
2,7,10,2,0,0.0102,209.6,-0.0159,1.705,0.002,1.71
2,7,100,2,0,0.0123,217.7,-0.0185,1.749,0.001,1.75
2,7,1000,2,0,0.0112,217.3,-0.0175,1.872,0.003,1.88
2,7,10000,2,0,0.0107,212.8,-0.017,1.838,0.003,1.842
2,7,1,3,0,0.0048,313.2,-1e-04,2.43,0.012,2.446
2,7,10,3,0,0.0049,308.6,-1e-04,2.409,0.002,2.418
2,7,100,3,0,0.0057,314.3,-1e-04,2.452,0.016,2.475
2,7,1000,3,0,0.0044,306.4,-1e-04,2.431,0.002,2.435
2,7,10000,3,0,0.0052,309.6,-1e-04,2.469,0.004,2.472
2,7,1,4,0,0.0092,529.9,0,3.739,0.005,3.748
2,7,10,4,0,0.0094,531.6,0,3.769,0.014,3.787
2,7,100,4,0,0.0096,528.3,0,3.785,0.005,3.792
2,7,1000,4,0,0.0094,536.8,0,3.719,0.009,3.728
2,7,10000,4,0,0.0097,541.8,0,3.751,0.006,3.76
2,7,1,5,0,0.0085,606.8,0,3.945,0.035,3.983
2,7,10,5,0,0.0089,609.1,0,3.693,0.002,3.694
2,7,100,5,0,0.0093,612.1,0,3.636,0.007,3.647
2,7,1000,5,0,0.0096,607.5,0,2.856,0.003,2.864
2,7,10000,5,0,0.0096,598.3,0,2.074,0.002,2.073
2,8,1,1,0.0103,0.0323,124,-67.4718,1.775,0.028,1.806
2,8,10,1,0.0062,0.0412,113.8,-481.7563,4.114,0.029,4.154
2,8,100,1,0.0024,0.0476,102,-2738.9709,8.883,0.018,8.914
2,8,1000,1,0.002,0.0448,101.8,-20878.0704,23.964,0.015,23.991
2,8,10000,1,0.0072,0.0516,164.6,-293619.0914,61.082,0.019,61.137
2,8,1,2,0,0.0114,302.1,-0.0237,1.899,0.036,1.937
2,8,10,2,0,0.0107,294.5,-0.0231,1.868,0.033,1.907
2,8,100,2,0,0.011,298.8,-0.0229,1.875,0.023,1.908
2,8,1000,2,0,0.0116,288.9,-0.0233,1.768,0.018,1.786
2,8,10000,2,0,0.0107,293.7,-0.0227,1.802,0.028,1.83
2,8,1,3,0,0.0114,453.4,-2e-04,2.522,0.023,2.548
2,8,10,3,0,0.01,447.5,-2e-04,2.499,0.017,2.525
2,8,100,3,0,0.0105,451.8,-2e-04,2.573,0.032,2.613
2,8,1000,3,0,0.01,452.1,-2e-04,2.588,0.024,2.611
2,8,10000,3,0,0.0099,446.9,-2e-04,2.552,0.026,2.586
2,8,1,4,0,0.018,727.1,0,3.789,0.046,3.866
2,8,10,4,0,0.0167,727.9,0,3.78,0.039,3.855
2,8,100,4,0,0.0162,725,0,3.84,0.042,3.915
2,8,1000,4,0,0.0159,723.5,0,3.893,0.037,3.933
2,8,10000,4,0,0.0175,727.1,0,3.886,0.074,3.998
2,8,1,5,0,0.0214,788.9,0,4.077,0.045,4.134
2,8,10,5,0,0.0225,797.7,0,4.095,0.026,4.133
2,8,100,5,0,0.0248,802.8,0,4.074,0.081,4.158
2,8,1000,5,0,0.0216,794.7,0,3.37,0.035,3.407
2,8,10000,5,0,0.0228,798.3,0,3.368,0.019,3.385
2,9,1,1,0,0.0111,51.1,-4.5429,0.982,0.013,0.99
2,9,10,1,0,0.0095,49.9,-3.6099,0.973,0.016,0.99
2,9,100,1,0,0.0127,53,-5.9391,0.997,0.029,1.025
2,9,1000,1,0,0.012,51.6,-4.4811,1.105,0.019,1.123
2,9,10000,1,0,0.0106,49.7,-3.8353,1.089,0.023,1.113
2,9,1,2,0,0.0078,242,-0.0141,1.906,0.017,1.924
2,9,10,2,0,0.007,245.6,-0.0141,1.921,0.032,1.955
2,9,100,2,0,0.009,242.5,-0.0147,1.915,0.017,1.931
2,9,1000,2,0,0.0072,241.9,-0.0143,2.011,0.034,2.047
2,9,10000,2,0,0.007,248.3,-0.0146,2.041,0.031,2.077
2,9,1,3,0,0.0048,299.2,-1e-04,2.374,0.027,2.404
2,9,10,3,0,0.005,304.1,-1e-04,2.436,0.025,2.464
2,9,100,3,0,0.0043,306.8,-1e-04,2.449,0.035,2.486
2,9,1000,3,0,0.0044,310.4,-1e-04,2.441,0.02,2.463
2,9,10000,3,0,0.0047,305.8,-1e-04,2.415,0.018,2.442
2,9,1,4,0,0.0093,594.8,0,4.135,0.068,4.203
2,9,10,4,0,0.0114,591.9,0,4.089,0.054,4.161
2,9,100,4,0,0.011,597.1,0,4.107,0.072,4.194
2,9,1000,4,0,0.0115,600.5,0,4.151,0.034,4.188
2,9,10000,4,0,0.0112,594.9,0,4.115,0.026,4.144
2,9,1,5,0,0.0064,604.1,0,4.135,0.051,4.19
2,9,10,5,0,0.0056,599.6,0,3.717,0.033,3.761
2,9,100,5,0,0.0058,598.2,0,3.732,0.023,3.757
2,9,1000,5,0,0.0063,605.5,0,2.671,0.051,2.727
2,9,10000,5,0,0.0058,601.2,0,1.978,0.022,2
3,4,1,1,0,0.0056,43.3,-1.7409,0.891,0.005,0.903
3,4,10,1,0,0.0055,43.4,-1.4956,0.89,0.011,0.899
3,4,100,1,0,0.0051,43.7,-1.2653,0.89,0.013,0.901
3,4,1000,1,0,0.0055,44.4,-1.378,0.901,0.009,0.907
3,4,10000,1,0,0.005,44,-1.2468,0.882,0.009,0.896
3,4,1,2,0,0.0024,213.6,-0.0075,1.719,0.015,1.741
3,4,10,2,0,0.0019,216,-0.0074,1.722,0.01,1.731
3,4,100,2,0,0.0018,213.8,-0.0076,1.701,0.013,1.711
3,4,1000,2,0,0.003,210.4,-0.0076,1.826,0.017,1.852
3,4,10000,2,0,0.0021,211.6,-0.0073,1.816,0.01,1.832
3,4,1,3,0,0.0019,294.8,-1e-04,2.306,0.029,2.352
3,4,10,3,0,0.0018,295,-1e-04,2.323,0.044,2.366
3,4,100,3,0,0.0012,291.6,-1e-04,2.317,0.025,2.351
3,4,1000,3,0,0.0013,291.1,-1e-04,2.34,0.013,2.353
3,4,10000,3,0,0.0018,298.7,-1e-04,2.341,0.009,2.354
3,4,1,4,0,0.0044,522.7,0,3.691,0.024,3.723
3,4,10,4,0,0.005,523.6,0,3.751,0.033,3.792
3,4,100,4,0,0.005,525.5,0,3.726,0.044,3.775
3,4,1000,4,0,0.0057,524.4,0,3.7,0.035,3.738
3,4,10000,4,0,0.005,524.9,0,3.72,0.041,3.76
3,4,1,5,0,0.0058,564.4,0,3.855,0.042,3.898
3,4,10,5,0,0.0056,553.6,0,3.443,0.013,3.456
3,4,100,5,0,0.0047,570.1,0,3.452,0.018,3.472
3,4,1000,5,0,0.006,562.2,0,2.633,0.012,2.647
3,4,10000,5,0,0.0057,563.5,0,1.889,0.011,1.901
3,5,1,1,0.0234,0.0492,188,-133.4216,2.331,0.01,2.348
3,5,10,1,0.0183,0.0524,165.9,-1086.5121,8.129,0.023,8.158
3,5,100,1,0.019,0.0568,168.6,-11110.7577,51.407,0.012,51.427
3,5,1000,1,0.019,0.06,171.5,-110284.7647,108.512,0.011,108.527
3,5,10000,1,0.0453,0.0668,541.3,-789545.2526,343.292,0.017,343.319
3,5,1,2,0,0.02,303.3,-0.0401,1.857,0.008,1.87
3,5,10,2,0,0.0219,301.1,-0.039,1.869,0.005,1.873
3,5,100,2,0,0.0204,301.8,-0.0387,1.842,0.011,1.854
3,5,1000,2,0,0.0217,300.6,-0.0391,1.821,0.008,1.827
3,5,10000,2,0,0.0217,302,-0.04,1.82,0.016,1.837
3,5,1,3,0,0.014,435.5,-3e-04,2.411,0.009,2.421
3,5,10,3,0,0.0132,437,-3e-04,2.414,0.008,2.426
3,5,100,3,0,0.0126,441.1,-3e-04,2.426,0,2.429
3,5,1000,3,0,0.0136,447.6,-3e-04,2.437,0.016,2.454
3,5,10000,3,0,0.0135,443.4,-3e-04,2.435,0.011,2.448
3,5,1,4,0,0.0174,682.7,0,3.44,0.034,3.477
3,5,10,4,0,0.0185,680.2,0,3.494,0.009,3.501
3,5,100,4,0,0.0196,681.1,0,3.499,0.033,3.539
3,5,1000,4,0,0.0196,683.1,0,3.522,0.012,3.54
3,5,10000,4,0,0.0175,689.2,0,3.598,0.056,3.661
3,5,1,5,0,0.0135,747.4,0,3.883,0.036,3.94
3,5,10,5,0,0.0157,753.3,0,3.747,0.007,3.753
3,5,100,5,0,0.0142,745.6,0,3.69,0.023,3.72
3,5,1000,5,0,0.0158,751.3,0,3.535,0.015,3.551
3,5,10000,5,0,0.0139,748.7,0,2.844,0.017,2.868
3,6,1,1,0,0.0049,40,-1.0762,0.844,0.01,0.853
3,6,10,1,0,0.0054,40.8,-1.4255,0.859,0.007,0.868
3,6,100,1,0,0.0052,40.7,-1.2363,0.845,0.006,0.85
3,6,1000,1,0,0.0038,41.1,-1.1511,0.832,0.005,0.835
3,6,10000,1,0,0.0044,41.1,-1.0764,0.841,0.003,0.846
3,6,1,2,0,0.0037,178.3,-0.0084,1.498,0.002,1.505
3,6,10,2,0,0.0026,178.6,-0.0082,1.527,0.002,1.531
3,6,100,2,0,0.0029,180.1,-0.0083,1.53,0.001,1.534
3,6,1000,2,0,0.0031,181,-0.0086,1.624,0.004,1.629
3,6,10000,2,0,0.0024,176.1,-0.0083,1.617,0.002,1.622
3,6,1,3,0,0.0012,243.5,-1e-04,1.985,0.008,1.991
3,6,10,3,0,0.0016,242.4,-1e-04,1.979,0.009,1.995
3,6,100,3,0,0.0015,247.4,-1e-04,2,0.024,2.026
3,6,1000,3,0,0.0016,247,-1e-04,2.059,0.003,2.065
3,6,10000,3,0,0.0015,245.1,-1e-04,1.996,0.01,2.008
3,6,1,4,0,0.0054,437.2,0,3.143,0.002,3.145
3,6,10,4,0,0.0061,440,0,3.194,0.011,3.204
3,6,100,4,0,0.0053,434.5,0,3.177,0.006,3.184
3,6,1000,4,0,0.007,442.2,0,3.17,0.016,3.19
3,6,10000,4,0,0.0052,437.7,0,3.145,0.028,3.172
3,6,1,5,0,0.0062,476.5,0,3.255,0.017,3.278
3,6,10,5,0,0.0067,472.8,0,2.946,0.009,2.959
3,6,100,5,0,0.0071,479.8,0,2.95,0.003,2.957
3,6,1000,5,0,0.0067,482,0,2.312,0.005,2.318
3,6,10000,5,0,0.0073,475.8,0,1.616,0.003,1.618
3,7,1,1,0.0011,0.0163,66.2,-16.186,1.214,0.002,1.215
3,7,10,1,0,0.0177,63.9,-21.6294,1.202,0.005,1.209
3,7,100,1,0,0.017,63.1,-47.973,1.262,0.013,1.274
3,7,1000,1,0,0.0173,60.7,-18.3239,1.173,0.002,1.177
3,7,10000,1,0,0.0168,61.7,-18.2162,1.174,0,1.175
3,7,1,2,0,0.0052,184.6,-0.0103,1.557,0.003,1.563
3,7,10,2,0,0.0052,180.1,-0.0105,1.563,0.003,1.563
3,7,100,2,0,0.0057,178.1,-0.0109,1.557,0.001,1.562
3,7,1000,2,0,0.0052,184.6,-0.011,1.7,0,1.697
3,7,10000,2,0,0.0065,182.2,-0.0116,1.716,0,1.723
3,7,1,3,0,0.0033,308,-1e-04,2.409,0.005,2.415
3,7,10,3,0,0.0035,311.1,-1e-04,2.407,0.009,2.421
3,7,100,3,0,0.0044,305,-1e-04,2.404,0.011,2.413
3,7,1000,3,0,0.0038,311.7,-1e-04,2.459,0.002,2.464
3,7,10000,3,0,0.0042,304,-1e-04,2.424,0.005,2.427
3,7,1,4,0,0.0064,471.5,0,3.368,0.011,3.383
3,7,10,4,0,0.0062,470.7,0,3.405,0,3.404
3,7,100,4,0,0.0075,469.3,0,3.395,0.003,3.399
3,7,1000,4,0,0.0061,467.3,0,3.348,0.037,3.389
3,7,10000,4,0,0.0055,470.8,0,3.288,0.028,3.323
3,7,1,5,0,0.0086,550.4,0,3.574,0.021,3.6
3,7,10,5,0,0.0082,553.7,0,3.444,0.015,3.46
3,7,100,5,0,0.0081,544.6,0,3.378,0.006,3.391
3,7,1000,5,0,0.0084,547.8,0,2.869,0.018,2.889
3,7,10000,5,0,0.0092,550.1,0,1.992,0.003,1.995
3,8,1,1,0.0142,0.0363,144.7,-88.7817,1.986,0.005,1.993
3,8,10,1,0.0109,0.0434,134,-740.1143,6.163,0.014,6.181
3,8,100,1,0.0092,0.0513,127.9,-6549.1193,25.297,0.007,25.303
3,8,1000,1,0.0087,0.0548,129.2,-66173.8487,60.829,0.003,60.835
3,8,10000,1,0.015,0.0567,220.6,-492849.9201,86.869,0.002,86.87
3,8,1,2,0,0.0184,318.8,-0.0328,1.945,0.005,1.948
3,8,10,2,0,0.018,320.2,-0.0312,1.93,0.013,1.942
3,8,100,2,0,0.0166,316.4,-0.0311,1.923,0.005,1.936
3,8,1000,2,0,0.0165,323.9,-0.0317,1.92,0.001,1.923
3,8,10000,2,0,0.0169,317.5,-0.0322,1.902,0.001,1.903
3,8,1,3,0,0.0158,458.1,-3e-04,2.488,0.003,2.496
3,8,10,3,0,0.0164,460.1,-3e-04,2.488,0.008,2.506
3,8,100,3,0,0.0177,461.6,-3e-04,2.52,0.002,2.521
3,8,1000,3,0,0.0142,451.2,-3e-04,2.489,0.003,2.49
3,8,10000,3,0,0.017,465.8,-3e-04,2.56,0.001,2.566
3,8,1,4,0,0.0234,724.9,0,3.705,0.019,3.731
3,8,10,4,0,0.0255,729.3,0,3.8,0.041,3.841
3,8,100,4,0,0.0244,722.1,0,3.732,0.022,3.76
3,8,1000,4,0,0.0231,722.7,0,3.763,0.008,3.773
3,8,10000,4,0,0.025,719.8,0,3.744,0.01,3.761
3,8,1,5,0,0.0221,771,0,3.946,0.039,3.988
3,8,10,5,0,0.0246,772,0,3.85,0.036,3.887
3,8,100,5,0,0.0252,766.3,0,3.736,0.01,3.745
3,8,1000,5,0,0.0244,771.6,0,3.674,0.004,3.68
3,8,10000,5,0,0.0229,769.5,0,3.428,0.006,3.438
3,9,1,1,0.0039,0.0229,82.6,-29.7474,1.379,0.01,1.388
3,9,10,1,2e-04,0.026,72.6,-64.3237,1.367,0.007,1.379
3,9,100,1,0,0.0232,73.3,-81.2895,1.446,0.008,1.454
3,9,1000,1,0,0.0248,71.9,-60.2432,1.358,0.003,1.364
3,9,10000,1,0,0.0266,75.3,-109.4547,1.534,0.005,1.54
3,9,1,2,0,0.0098,217.4,-0.0156,1.723,0.005,1.732
3,9,10,2,0,0.0098,221.8,-0.0157,1.755,0.005,1.76
3,9,100,2,0,0.0104,220.8,-0.0159,1.727,0.003,1.73
3,9,1000,2,0,0.0122,222.5,-0.017,1.884,0,1.89
3,9,10000,2,0,0.0095,221.6,-0.016,1.897,0.003,1.897
3,9,1,3,0,0.0086,328.8,-2e-04,2.536,0.014,2.55
3,9,10,3,0,0.0094,338.4,-1e-04,2.569,0.008,2.58
3,9,100,3,0,0.0095,336.3,-2e-04,2.614,0.006,2.618
3,9,1000,3,0,0.0097,335.4,-1e-04,2.587,0.002,2.591
3,9,10000,3,0,0.009,339.3,-2e-04,2.601,0,2.601
3,9,1,4,0,0.0138,535.9,0,3.778,0.002,3.781
3,9,10,4,0,0.0132,534.5,0,3.832,0.006,3.842
3,9,100,4,0,0.0117,529.1,0,3.818,0.017,3.839
3,9,1000,4,0,0.012,532.7,0,3.692,0.011,3.702
3,9,10000,4,0,0.0126,529.7,0,3.682,0.009,3.695
3,9,1,5,0,0.012,590.5,0,3.835,0.008,3.844
3,9,10,5,0,0.0118,595,0,3.765,0.005,3.774
3,9,100,5,0,0.0121,590.7,0,3.704,0.008,3.713
3,9,1000,5,0,0.0112,589.6,0,3.008,0.001,3.013
3,9,10000,5,0,0.0127,593.1,0,1.95,0,1.952
4,5,1,1,0,0.0096,55.3,-3.6644,1.025,0.01,1.039
4,5,10,1,0,0.0099,54.1,-4.128,1.002,0.005,1.006
4,5,100,1,0,0.0114,54.5,-5.2729,1.031,0,1.032
4,5,1000,1,0,0.01,54.4,-4.8274,1.013,0,1.012
4,5,10000,1,0,0.0119,55.5,-5.3992,1.03,0.003,1.033
4,5,1,2,0,0.0034,199.1,-0.0092,1.652,0.003,1.656
4,5,10,2,0,0.0031,200.3,-0.0092,1.625,0,1.632
4,5,100,2,0,0.003,203.8,-0.0088,1.648,0.001,1.653
4,5,1000,2,0,0.0028,202.5,-0.009,1.757,0.01,1.765
4,5,10000,2,0,0.0031,198.4,-0.0091,1.732,0.005,1.738
4,5,1,3,0,0.0025,331.6,-1e-04,2.54,0.002,2.542
4,5,10,3,0,0.0028,328,-1e-04,2.563,0.003,2.567
4,5,100,3,0,0.002,327.5,-1e-04,2.522,0.01,2.533
4,5,1000,3,0,0.0021,327.2,-1e-04,2.575,0.01,2.581
4,5,10000,3,0,0.003,328.9,-1e-04,2.548,0,2.548
4,5,1,4,0,0.0052,546.2,0,3.851,0.013,3.873
4,5,10,4,0,0.0048,551.7,0,3.894,0.01,3.904
4,5,100,4,0,0.0054,552.1,0,3.938,0.067,4.016
4,5,1000,4,0,0.0058,553.4,0,3.846,0.006,3.854
4,5,10000,4,0,0.0046,548.5,0,3.774,0.027,3.808
4,5,1,5,0,0.0072,642.6,0,4.09,0.035,4.136
4,5,10,5,0,0.006,640.7,0,3.892,0.003,3.894
4,5,100,5,0,0.0064,646.7,0,3.892,0.006,3.895
4,5,1000,5,0,0.0061,647.5,0,3.047,0.005,3.054
4,5,10000,5,0,0.0063,645.1,0,2.315,0.008,2.323
4,6,1,1,1e-04,0.0122,54.1,-5.8319,1.044,0.006,1.047
4,6,10,1,0,0.0108,53.4,-5.5493,1.032,0.019,1.053
4,6,100,1,0,0.0111,51.9,-7.4114,1.047,0.002,1.05
4,6,1000,1,0,0.011,53.9,-5.6032,1.047,0,1.051
4,6,10000,1,0,0.012,54.8,-10.2913,1.07,0.01,1.087
4,6,1,2,0,0.0035,158.9,-0.0073,1.409,0,1.407
4,6,10,2,0,0.0032,162,-0.0075,1.435,0.003,1.444
4,6,100,2,0,0.0036,162.1,-0.0072,1.411,0.001,1.42
4,6,1000,2,0,0.0028,161,-0.0071,1.525,0,1.524
4,6,10000,2,0,0.0033,165.9,-0.0071,1.538,0.004,1.547
4,6,1,3,0,0.0032,262.2,-1e-04,2.125,0.001,2.133
4,6,10,3,0,0.003,268,-1e-04,2.137,0.02,2.158
4,6,100,3,0,0.0027,265.1,-1e-04,2.104,0.016,2.126
4,6,1000,3,0,0.0024,259.6,-1e-04,2.112,0.003,2.117
4,6,10000,3,0,0.0028,263.8,-1e-04,2.127,0.007,2.132
4,6,1,4,0,0.0031,415.5,0,3.047,0.011,3.057
4,6,10,4,0,0.0025,414.3,0,3.02,0.009,3.036
4,6,100,4,0,0.0029,419.5,0,3.094,0.013,3.113
4,6,1000,4,0,0.003,415.5,0,2.963,0.003,2.977
4,6,10000,4,0,0.0029,410.1,0,2.977,0.028,3.01
4,6,1,5,0,0.0032,480,0,3.209,0.017,3.232
4,6,10,5,0,0.0023,475.2,0,3.053,0.004,3.064
4,6,100,5,0,0.0034,479.3,0,3.03,0.003,3.036
4,6,1000,5,0,0.0031,480.2,0,2.459,0.013,2.476
4,6,10000,5,0,0.0025,478.3,0,1.754,0.003,1.76
4,7,1,1,0.0015,0.0165,69,-17.2004,1.219,0.005,1.224
4,7,10,1,1e-04,0.0196,66.4,-42.8282,1.284,0.017,1.304
4,7,100,1,0,0.0214,67.4,-39.2552,1.292,0.002,1.296
4,7,1000,1,0,0.0182,66.8,-27.823,1.246,0.001,1.248
4,7,10000,1,0,0.018,63.5,-53.0089,1.256,0.012,1.272
4,7,1,2,0,0.0096,193.8,-0.016,1.67,0,1.67
4,7,10,2,0,0.009,193.5,-0.0161,1.628,0,1.628
4,7,100,2,0,0.0079,197.5,-0.0163,1.658,0.001,1.667
4,7,1000,2,0,0.0081,189.1,-0.0154,1.734,0.003,1.744
4,7,10000,2,0,0.0084,197.6,-0.0161,1.743,0.005,1.746
4,7,1,3,0,0.0072,300.2,-1e-04,2.362,0.017,2.381
4,7,10,3,0,0.0072,295.2,-1e-04,2.32,0.009,2.333
4,7,100,3,0,0.0073,296.1,-2e-04,2.338,0.003,2.343
4,7,1000,3,0,0.0076,301,-1e-04,2.364,0.003,2.366
4,7,10000,3,0,0.007,294.1,-1e-04,2.328,0.004,2.334
4,7,1,4,0,0.0091,448.4,0,3.218,0.005,3.225
4,7,10,4,0,0.0067,446.5,0,3.272,0.022,3.308
4,7,100,4,0,0.0077,441.3,0,3.281,0.011,3.293
4,7,1000,4,0,0.0076,437.8,0,3.127,0.037,3.166
4,7,10000,4,0,0.0077,443.3,0,3.162,0.003,3.164
4,7,1,5,0,0.0081,547.2,0,3.476,0.03,3.511
4,7,10,5,0,0.0079,546.2,0,3.392,0,3.394
4,7,100,5,0,0.0076,536.6,0,3.374,0.001,3.374
4,7,1000,5,0,0.0073,535.1,0,2.81,0.001,2.817
4,7,10000,5,0,0.0069,538.2,0,1.89,0.012,1.901
4,8,1,1,6e-04,0.017,66.9,-12.8198,1.334,0.023,1.357
4,8,10,1,0,0.0184,64.8,-15.4492,1.342,0.025,1.378
4,8,100,1,0,0.0202,68.4,-24.1682,1.366,0.028,1.398
4,8,1000,1,0,0.0188,67,-23.9497,1.419,0.027,1.449
4,8,10000,1,0,0.0184,66.3,-20.35,1.344,0.033,1.378
4,8,1,2,0,0.0039,221.2,-0.0113,1.902,0.025,1.939
4,8,10,2,0,0.003,217.6,-0.0111,1.886,0.022,1.909
4,8,100,2,0,0.003,221.4,-0.0108,1.921,0.037,1.959
4,8,1000,2,0,0.0035,217.1,-0.0112,2.003,0.019,2.023
4,8,10000,2,0,0.0044,221.1,-0.0116,1.981,0.025,2.037
4,8,1,3,0,0.004,369.1,-1e-04,2.846,0.034,2.881
4,8,10,3,0,0.0048,367.2,-1e-04,2.91,0.037,2.964
4,8,100,3,0,0.0046,366.2,-1e-04,2.82,0.046,2.893
4,8,1000,3,0,0.0039,365.7,-1e-04,2.802,0.037,2.864
4,8,10000,3,0,0.0047,360.7,-1e-04,2.783,0.03,2.831
4,8,1,4,0,0.0084,594.6,0,4.082,0.053,4.144
4,8,10,4,0,0.0084,592.5,0,4.096,0.03,4.137
4,8,100,4,0,0.0074,599.2,0,4.171,0.044,4.246
4,8,1000,4,0,0.0085,597.7,0,4.067,0.055,4.152
4,8,10000,4,0,0.0079,594.7,0,4.146,0.045,4.199
4,8,1,5,0,0.0132,691.6,0,4.413,0.092,4.541
4,8,10,5,0,0.0142,692.4,0,4.199,0.069,4.308
4,8,100,5,0,0.0148,697.3,0,4.216,0.043,4.293
4,8,1000,5,0,0.013,693,0,3.455,0.043,3.503
4,8,10000,5,0,0.014,694.4,0,2.509,0.041,2.549
4,9,1,1,0.015,0.0336,142.8,-89.6082,2.004,0.022,2.026
4,9,10,1,0.0103,0.0424,130.4,-697.31,5.119,0.025,5.159
4,9,100,1,0.0085,0.0512,127.8,-6248.2994,27.029,0.022,27.057
4,9,1000,1,0.0048,0.0482,113.3,-40439.0158,38.027,0.016,38.048
4,9,10000,1,0.0108,0.0546,196,-492121.2087,111.427,0.024,111.462
4,9,1,2,0,0.0168,241.7,-0.0298,1.571,0.019,1.592
4,9,10,2,0,0.0178,247.7,-0.0309,1.596,0.02,1.62
4,9,100,2,0,0.018,246.1,-0.0317,1.621,0.025,1.65
4,9,1000,2,0,0.0178,243.4,-0.031,1.525,0.023,1.551
4,9,10000,2,0,0.0182,249.2,-0.0319,1.575,0.013,1.591
4,9,1,3,0,0.0164,389.8,-2e-04,2.227,0.028,2.252
4,9,10,3,0,0.0152,381.1,-3e-04,2.207,0.015,2.226
4,9,100,3,0,0.0138,386.2,-2e-04,2.234,0.016,2.26
4,9,1000,3,0,0.0168,391,-3e-04,2.267,0.018,2.294
4,9,10000,3,0,0.0158,389,-3e-04,2.277,0.032,2.306
4,9,1,4,0,0.0178,556.8,0,2.998,0.026,3.023
4,9,10,4,0,0.0177,550.1,0,3.008,0.017,3.031
4,9,100,4,0,0.017,555.1,0,3.042,0.02,3.071
4,9,1000,4,0,0.0166,552.6,0,3,0.025,3.042
4,9,10000,4,0,0.0176,557.9,0,3.018,0.037,3.054
4,9,1,5,0,0.0184,667.9,0,3.505,0.039,3.546
4,9,10,5,0,0.0189,665.1,0,3.368,0.028,3.396
4,9,100,5,0,0.0194,668.4,0,3.312,0.025,3.342
4,9,1000,5,0,0.0196,665.7,0,3.28,0.038,3.326
4,9,10000,5,0,0.02,668.5,0,2.999,0.028,3.029
5,6,1,1,0.0033,0.0208,81.2,-28.3866,1.295,0.017,1.311
5,6,10,1,0.002,0.0312,85.8,-180.4806,1.776,0.009,1.792
5,6,100,1,2e-04,0.0277,78.5,-324.0161,1.706,0.03,1.739
5,6,1000,1,0,0.0288,81.2,-311.9627,1.917,0.02,1.94
5,6,10000,1,0,0.0255,76.2,-205.182,1.588,0.017,1.607
5,6,1,2,0,0.0107,182.4,-0.0173,1.462,0.005,1.468
5,6,10,2,0,0.0104,183.9,-0.0177,1.488,0.01,1.5
5,6,100,2,0,0.0092,185.1,-0.0166,1.475,0.012,1.491
5,6,1000,2,0,0.0096,189.5,-0.0172,1.631,0.016,1.644
5,6,10000,2,0,0.0095,183.5,-0.0165,1.643,0.009,1.655
