"A","B","C","sigma","error","cross","SVs","obj.fun","t.user","t.sys","t.elapsed"
3,6,100,0.01,0.0092,0.0144,76.6,-5815.7777,0.367,0,0.365
3,6,1000,0.01,0.0063,0.0144,63.7,-37329.1931,0.414,0,0.415
3,6,10000,0.01,0.0038,0.0173,61.7,-242721.3469,0.747,0,0.834
3,6,1,0.001,0.0147,0.0152,699.8,-470.3469,1.423,0.056,1.48
3,6,10,0.001,0.0142,0.015,239.6,-1729.2246,0.557,0.004,0.561
3,6,100,0.001,0.0131,0.015,112.7,-9020.4599,0.34,0,0.345
3,6,1000,0.001,0.0116,0.0144,77.3,-64922.0146,0.354,0,0.357
3,6,10000,0.001,0.0093,0.0142,69.4,-539459.5544,0.437,0,0.439
3,6,1,1e-04,0.0257,0.0309,1896.1,-1370.5013,2.84,0.13,2.977
3,6,10,1e-04,0.0151,0.0154,693.3,-4664.44,1.183,0.046,1.235
3,6,100,1e-04,0.0142,0.0148,242.4,-17473.3632,0.52,0,0.523
3,6,1000,1e-04,0.0132,0.014,110.1,-89063.1967,0.339,0.002,0.342
3,6,10000,1e-04,0.0133,0.0155,80.1,-709671.0332,0.347,0,0.343
3,7,1,1,0.0253,0.068,878.5,-312.5515,1.682,0.074,1.862
3,7,10,1,0.0012,0.0822,800.7,-633.6641,1.64,0.046,1.761
3,7,100,1,0,0.085,765.9,-642.516,1.559,0.054,1.666
3,7,1000,1,0,0.0856,773.5,-715.2113,1.569,0.061,1.722
3,7,10000,1,0,0.0816,758.3,-635.584,1.539,0.062,1.692
3,7,1,0.1,0.0568,0.063,422.7,-343.5841,0.843,0.022,0.919
3,7,10,0.1,0.048,0.0659,345,-2608.699,0.796,0.016,0.849
3,7,100,0.1,0.0323,0.07,319.2,-18385.3407,1.173,0.019,1.286
3,7,1000,0.1,0.0158,0.0888,318.4,-109146.9252,3.151,0.009,3.354
3,7,10000,0.1,0.003,0.1036,299.3,-385098.4545,6.801,0.004,6.853
3,7,1,0.01,0.0787,0.081,666.6,-557.2094,1.315,0.052,1.393
3,7,10,0.01,0.0683,0.072,464.1,-4071.1093,0.995,0.018,1.024
3,7,100,0.01,0.056,0.0631,350.4,-31005.7448,0.882,0.016,0.905
3,7,1000,0.01,0.0528,0.0656,318.7,-274748.3892,1.512,0.009,1.556
3,7,10000,0.01,0.0462,0.0674,308.4,-2418840.1408,5.911,0.007,5.924
3,7,1,0.001,0.1001,0.103,1222.8,-959.8122,2.396,0.119,2.829
3,7,10,0.001,0.0902,0.0929,670.4,-5812.5554,1.324,0.04,1.582
3,7,100,0.001,0.0813,0.0858,519.3,-48104.1914,1.088,0.048,1.294
3,7,1000,0.001,0.066,0.0698,428.9,-382042.112,1.103,0.017,1.125
3,7,10000,0.001,0.0578,0.0632,343.8,-3088991.4078,1.764,0.007,2.043
3,7,1,1e-04,0.1863,0.356,1996.2,-1710.2337,3.31,0.168,3.478
3,7,10,1e-04,0.0996,0.1019,1215.1,-9533.7827,2.331,0.095,2.558
3,7,100,1e-04,0.0935,0.094,678,-59332.8515,1.342,0.052,1.476
3,7,1000,1e-04,0.0921,0.0945,520.7,-499189.4324,1.102,0.027,1.211
3,7,10000,1e-04,0.0814,0.086,486.4,-4602729.5197,1.226,0.016,1.243
3,8,1,1,0.0392,0.1066,1034,-438.2454,1.984,0.077,2.067
3,8,10,1,0.004,0.1294,937.8,-1089.7113,2.037,0.082,2.131
3,8,100,1,0,0.1331,889.6,-1264.9117,1.967,0.053,2.032
3,8,1000,1,0,0.1262,880,-1188.4705,1.916,0.073,1.991
3,8,10000,1,0,0.1344,902.1,-1232.595,2.036,0.049,2.09
3,8,1,0.1,0.0952,0.1046,608.3,-527.3825,1.156,0.052,1.219
3,8,10,0.1,0.0774,0.1001,505.9,-4099.3881,1.083,0.036,1.13
3,8,100,0.1,0.0562,0.1072,474.3,-31861.6021,1.693,0.036,1.729
3,8,1000,0.1,0.0326,0.1281,457.4,-208961.3967,5.452,0.024,5.492
3,8,10000,0.1,0.0092,0.1416,409.7,-872671.5669,12.948,0.019,12.978
3,8,1,0.01,0.1134,0.1164,773.4,-689.6252,1.552,0.064,1.619
3,8,10,0.01,0.1035,0.1086,611.2,-5679.6516,1.24,0.033,1.276
3,8,100,0.01,0.0935,0.104,543.2,-49582.8775,1.256,0.019,1.282
3,8,1000,0.01,0.0835,0.1016,490.6,-439878.8913,2.095,0.027,2.128
3,8,10000,0.01,0.0736,0.1017,455,-3826145.5134,7.395,0.015,7.417
3,8,1,0.001,0.1188,0.1208,1230.4,-1002.185,2.405,0.096,2.506
3,8,10,0.001,0.1138,0.1162,761.4,-6868.446,1.462,0.05,1.517
3,8,100,0.001,0.1118,0.115,626.8,-60210.9803,1.324,0.027,1.358
3,8,1000,0.001,0.1038,0.1086,585,-551898.9851,1.33,0.044,1.383
3,8,10000,0.001,0.0968,0.1062,539.7,-5012956.0541,2.371,0.04,2.417
3,8,1,1e-04,0.137,0.3448,1997,-1706.6393,3.366,0.141,3.516
3,8,10,1e-04,0.1233,0.125,1240.9,-10199.6791,2.435,0.099,2.542
3,8,100,1e-04,0.1161,0.1178,763.1,-68957.1178,1.504,0.051,1.561
3,8,1000,1e-04,0.1128,0.1152,618.3,-599963.5699,1.28,0.046,1.331
3,8,10000,1e-04,0.1106,0.1146,603.9,-5908330.6011,1.378,0.033,1.413
3,9,1,1,0.0486,0.1004,967.9,-413.1539,1.827,0.066,1.893
3,9,10,1,0.0064,0.1234,865.4,-1171.6708,1.8,0.045,1.863
3,9,100,1,0,0.1324,801.2,-1558.3381,1.782,0.069,1.858
3,9,1000,1,0,0.1325,801.7,-1580.4694,1.783,0.045,1.829
3,9,10000,1,0,0.1349,803,-1767.8762,1.807,0.05,1.862
3,9,1,0.1,0.087,0.0954,545.1,-480.5115,1.057,0.039,1.103
3,9,10,0.1,0.0773,0.0958,486.1,-4030.2717,1.05,0.03,1.095
3,9,100,0.1,0.062,0.1062,472.7,-32807.4635,1.673,0.031,1.704
3,9,1000,0.1,0.0392,0.122,454.9,-231092.1366,5.325,0.013,5.347
3,9,10000,0.1,0.016,0.143,416.8,-1191861.6961,14.31,0.01,14.334
3,9,1,0.01,0.1032,0.1046,703.4,-616.7898,1.357,0.047,1.407
3,9,10,0.01,0.0994,0.1024,551.5,-5180.6809,1.096,0.028,1.121
3,9,100,0.01,0.0931,0.1006,515.4,-47959.5445,1.185,0.019,1.214
3,9,1000,0.01,0.0884,0.1006,482.3,-436017.4679,2.041,0.018,2.064
3,9,10000,0.01,0.0766,0.099,457.3,-3836622.6832,7.119,0.019,7.144
3,9,1,0.001,0.1139,0.1156,1199,-962.5972,2.312,0.088,2.398
3,9,10,0.001,0.1106,0.112,720.6,-6442.3256,1.375,0.055,1.428
3,9,100,0.001,0.1043,0.1076,566.9,-54385.5233,1.168,0.029,1.2
3,9,1000,0.001,0.1,0.1056,538.9,-515511.4068,1.235,0.032,1.268
3,9,10000,0.001,0.0968,0.1042,516.4,-4855491.5643,2.164,0.025,2.195
3,9,1,1e-04,0.1352,0.3938,2000,-1708.4972,3.303,0.167,3.475
3,9,10,1e-04,0.11,0.112,1187.2,-9509.0398,2.312,0.096,2.414
3,9,100,1e-04,0.111,0.1126,712.2,-63616.8743,1.362,0.051,1.419
3,9,1000,1e-04,0.1059,0.1082,555.3,-537313.2736,1.148,0.021,1.172
3,9,10000,1e-04,0.1077,0.1098,547.6,-5368067.6005,1.222,0.023,1.244
4,5,1,1,0.0478,0.1312,1175.7,-535.3143,2.224,0.106,2.355
4,5,10,1,0.0046,0.1632,1064.8,-1327.7673,2.717,0.08,2.833
4,5,100,1,0,0.1634,1015.4,-1451.6529,2.678,0.099,2.779
4,5,1000,1,0,0.1647,1021.1,-1548.0604,2.72,0.072,2.819
4,5,10000,1,0,0.1681,1014.3,-1479.5496,2.68,0.087,2.799
4,5,1,0.1,0.1215,0.1358,838.9,-714.5074,1.673,0.067,1.744
4,5,10,0.1,0.0982,0.1292,665.6,-5452.5811,1.438,0.044,1.483
4,5,100,0.1,0.0729,0.1368,613,-41954.4728,2.366,0.052,2.448
4,5,1000,0.1,0.0438,0.1523,568.2,-272969.0357,8.491,0.028,8.593
4,5,10000,0.1,0.0166,0.1756,519.7,-1310844.0609,22.755,0.022,22.834
4,5,1,0.01,0.1988,0.2044,1205.7,-1084.2961,2.44,0.092,2.561
4,5,10,0.01,0.162,0.1715,960.5,-8653.2451,1.932,0.109,2.041
4,5,100,0.01,0.132,0.1437,758.4,-69117.5533,1.747,0.042,1.789
4,5,1000,0.01,0.1166,0.137,674.8,-607589.6644,3.076,0.049,3.167
4,5,10000,0.01,0.0983,0.1328,613.1,-5298172.4265,10.923,0.033,11.071
4,5,1,0.001,0.2493,0.2586,1633,-1441.8696,3.174,0.142,3.315
4,5,10,0.001,0.2136,0.2168,1206.5,-11156.4531,2.414,0.088,2.556
4,5,100,0.001,0.1952,0.2016,1032,-97760.8058,2.112,0.084,2.2
4,5,1000,0.001,0.1578,0.1691,922.1,-841608.7614,2.196,0.052,2.281
4,5,10000,0.001,0.1376,0.1476,766.4,-7150245.9962,3.685,0.041,3.789
4,5,1,1e-04,0.3473,0.4898,2000,-1868.3832,3.586,0.139,3.733
4,5,10,1e-04,0.2506,0.2607,1619.8,-14330.2986,3.091,0.118,3.207
4,5,100,1e-04,0.2182,0.2212,1209.3,-112480.8135,2.457,0.092,2.585
4,5,1000,1e-04,0.2124,0.2172,1045,-1020484.2266,2.198,0.083,2.326
4,5,10000,1e-04,0.1999,0.2072,1010.2,-9714654.7729,1.945,0.068,2.015
4,6,1,1,0.0087,0.0365,816.9,-216.8794,1.533,0.063,1.608
4,6,10,1,2e-04,0.042,745.8,-325.5772,1.465,0.051,1.523
4,6,100,1,0,0.043,737.9,-347.9844,1.472,0.053,1.535
4,6,1000,1,0,0.0445,742.5,-341.6874,1.446,0.055,1.511
4,6,10000,1,0,0.043,735.4,-327.5461,1.446,0.079,1.529
4,6,1,0.1,0.028,0.0328,259.2,-198.9386,0.545,0.009,0.557
4,6,10,0.1,0.0188,0.0312,184.1,-1201.3753,0.509,0,0.513
4,6,100,0.1,0.0112,0.0381,175.6,-7569.1867,0.623,0.004,0.626
4,6,1000,0.1,0.0033,0.0474,167.1,-33316.1995,0.996,0,0.998
4,6,10000,0.1,2e-04,0.0534,159,-66029.4755,1.286,0,1.288
4,6,1,0.01,0.0348,0.0358,384.8,-299.0024,0.803,0.028,0.836
4,6,10,0.01,0.0321,0.0351,228.9,-1966.9383,0.532,0.004,0.548
4,6,100,0.01,0.0276,0.0336,185.3,-15860.5249,0.549,0.001,0.552
4,6,1000,0.01,0.0232,0.0336,157.7,-125617.0762,0.755,0.002,0.759
4,6,10000,0.01,0.0193,0.0377,157.6,-1060640.1916,2.136,0.002,2.144
4,6,1,0.001,0.038,0.0406,877.9,-636.5172,1.649,0.049,1.707
4,6,10,0.001,0.0384,0.0392,388.9,-3092.3617,0.801,0.018,0.818
4,6,100,0.001,0.0342,0.0358,225.7,-20021.7095,0.54,0.006,0.556
4,6,1000,0.001,0.0309,0.034,186.9,-171483.2462,0.561,0.003,0.569
4,6,10000,0.001,0.0264,0.0323,173,-1493512.2203,0.852,0.002,0.866
4,6,1,1e-04,0.0856,0.1134,1922.2,-1474.0196,2.87,0.123,2.995
4,6,10,1e-04,0.0382,0.0398,865.8,-6292.9765,1.479,0.055,1.542
4,6,100,1e-04,0.0366,0.0373,383.5,-30371.7583,0.763,0.012,0.781
4,6,1000,1e-04,0.0364,0.0382,228.6,-205049.6753,0.566,0.006,0.569
4,6,10000,1e-04,0.0342,0.0364,194.9,-1861543.5568,0.571,0.003,0.578
4,7,1,1,0.0472,0.1164,1047.3,-450.4698,1.982,0.075,2.076
4,7,10,1,0.0032,0.1402,932.4,-1089.2405,1.972,0.082,2.069
4,7,100,1,0,0.139,910.8,-1163.0991,2.013,0.072,2.087
4,7,1000,1,0,0.1376,896.2,-1199.6207,1.983,0.066,2.063
4,7,10000,1,0,0.1444,902,-1253.947,2.063,0.054,2.151
4,7,1,0.1,0.0982,0.1082,619.3,-542.8177,1.191,0.035,1.227
4,7,10,0.1,0.0837,0.1078,555.4,-4491.3411,1.199,0.042,1.242
4,7,100,0.1,0.0629,0.1186,529.2,-34719.9146,2.063,0.038,2.13
4,7,1000,0.1,0.0346,0.1364,494.4,-215822.8804,6.386,0.025,6.446
4,7,10000,0.1,0.0097,0.1518,452.5,-935983.3994,14.797,0.017,14.844
4,7,1,0.01,0.1134,0.1166,784,-692.8132,1.529,0.053,1.635
4,7,10,0.01,0.1128,0.1173,630.7,-5921.491,1.267,0.046,1.314
4,7,100,0.01,0.1028,0.1123,572.4,-53505.6838,1.332,0.032,1.413
4,7,1000,0.01,0.0958,0.1136,542.6,-490246.4597,2.552,0.023,2.581
4,7,10000,0.01,0.083,0.1124,511.5,-4322175.2325,9.474,0.028,9.593
4,7,1,0.001,0.13,0.1338,1314.3,-1058.3698,2.531,0.094,2.68
4,7,10,0.001,0.1162,0.1176,776.1,-6962.2256,1.534,0.049,1.598
4,7,100,0.001,0.1168,0.1195,643.5,-61974.0122,1.317,0.05,1.397
4,7,1000,0.001,0.108,0.1132,604.1,-576907.2592,1.405,0.027,1.46
4,7,10000,0.001,0.1052,0.1128,569.1,-5391618.0597,2.758,0.034,2.833
4,7,1,1e-04,0.1792,0.4686,2000,-1776.8464,3.333,0.174,3.546
4,7,10,1e-04,0.1263,0.1322,1309.3,-10543.7477,2.522,0.082,2.64
4,7,100,1e-04,0.1187,0.1209,775.9,-69647.088,1.506,0.055,1.561
4,7,1000,1e-04,0.1186,0.1208,651.7,-633551.668,1.346,0.029,1.405
4,7,10000,1e-04,0.1201,0.1224,632.8,-6182979.4683,1.344,0.035,1.378
4,8,1,1,0.0442,0.1156,1116.1,-482.1442,2.199,0.098,2.338
4,8,10,1,0.0032,0.137,1001.6,-1142.3519,2.516,0.111,2.628
4,8,100,1,0,0.1441,973.1,-1361.8389,2.533,0.114,2.692
4,8,1000,1,0,0.14,963,-1292.5925,2.45,0.113,2.62
4,8,10000,1,0,0.1444,966.8,-1350.7446,2.538,0.109,2.651
4,8,1,0.1,0.1088,0.1222,754.1,-640.7156,1.545,0.069,1.616
4,8,10,0.1,0.0815,0.1082,591.4,-4743.7747,1.339,0.048,1.416
4,8,100,0.1,0.0632,0.1164,530.1,-35640.8401,2.116,0.034,2.179
4,8,1000,0.1,0.0388,0.1394,511.1,-240198.9767,6.997,0.053,7.116
4,8,10000,0.1,0.0126,0.1578,461.8,-1049210.473,17.681,0.028,17.718
4,8,1,0.01,0.1636,0.1694,990.9,-897.8861,1.97,0.089,2.083
4,8,10,0.01,0.1392,0.148,831.9,-7576.2554,1.714,0.091,1.808
4,8,100,0.01,0.1138,0.1234,676.4,-60941.6348,1.518,0.086,1.625
4,8,1000,0.01,0.1003,0.1185,598.7,-535847.9871,2.815,0.062,2.889
4,8,10000,0.01,0.0858,0.117,543.1,-4614406.7636,9.996,0.04,10.045
4,8,1,0.001,0.1927,0.1982,1391.6,-1202.3044,2.665,0.152,2.836
4,8,10,0.001,0.1755,0.1792,998.1,-9254.1879,1.978,0.083,2.065
4,8,100,0.001,0.1626,0.167,854.7,-81829.1748,1.754,0.063,1.829
4,8,1000,0.001,0.1342,0.1421,781.4,-719798.4789,1.882,0.061,1.953
4,8,10000,0.001,0.1176,0.1286,680.8,-6256132.9844,3.253,0.1,3.355
4,8,1,1e-04,0.2082,0.4358,1998.4,-1779.1276,3.542,0.191,3.757
4,8,10,1e-04,0.1938,0.1972,1386.2,-11976.711,2.722,0.102,2.837
4,8,100,1e-04,0.1742,0.1777,981.1,-91036.7603,1.989,0.079,2.07
4,8,1000,1e-04,0.1762,0.179,877.6,-859715.592,1.838,0.075,1.926
4,8,10000,1e-04,0.165,0.17,842.6,-8161480.2665,1.728,0.092,1.819
4,9,1,1,0.0669,0.1489,1127.3,-557.6394,2.093,0.125,2.227
4,9,10,1,0.0095,0.1782,1029.6,-1699.2441,2.543,0.089,2.641
4,9,100,1,2e-04,0.1958,954.3,-2346.0608,2.548,0.11,2.673
4,9,1000,1,0,0.192,970.7,-2196.4453,2.604,0.048,2.68
4,9,10000,1,0,0.19,961.4,-2251.1203,2.574,0.099,2.675
4,9,1,0.1,0.1429,0.1565,803.4,-722.4474,1.551,0.07,1.623
4,9,10,0.1,0.1172,0.1472,711.4,-6047.2452,1.527,0.052,1.613
4,9,100,0.1,0.0889,0.1492,653.8,-47665.8108,2.423,0.054,2.506
4,9,1000,0.1,0.0622,0.1742,637.7,-355718.5349,8.791,0.053,8.884
4,9,10000,0.1,0.027,0.1979,594.1,-1932434.1981,29.119,0.048,29.181
4,9,1,0.01,0.1652,0.1695,960,-882.3474,1.86,0.097,1.969
4,9,10,0.01,0.1554,0.1612,807,-7696.7157,1.624,0.051,1.698
4,9,100,0.01,0.1458,0.157,751.9,-71072.9011,1.698,0.056,1.758
4,9,1000,0.01,0.1305,0.151,698.4,-644592.811,2.911,0.077,3.001
4,9,10000,0.01,0.1162,0.1506,669.2,-5865075.5313,10.7,0.057,10.767
4,9,1,0.001,0.1777,0.1826,1367.3,-1154.0352,2.653,0.086,2.764
4,9,10,0.001,0.1664,0.1686,936.7,-8677.7628,1.853,0.096,1.955
4,9,100,0.001,0.1608,0.164,807.1,-78605.2524,1.641,0.052,1.703
4,9,1000,0.001,0.1529,0.159,783,-753051.5294,1.803,0.065,1.87
4,9,10000,0.001,0.1468,0.1582,743.7,-7083299.5351,3.325,0.077,3.44
4,9,1,1e-04,0.2218,0.49,2000,-1793.5405,3.59,0.164,3.782
4,9,10,1e-04,0.1803,0.1839,1371.3,-11604.2381,2.632,0.144,2.796
4,9,100,1e-04,0.1642,0.167,935.4,-86685.8989,1.883,0.076,1.962
4,9,1000,1e-04,0.1626,0.1654,811.1,-795297.0263,1.703,0.047,1.748
4,9,10000,1e-04,0.1574,0.1604,781.4,-7687408.2959,1.759,0.05,1.809
5,6,1,1,0.0074,0.0326,764.6,-196.5611,1.519,0.079,1.626
5,6,10,1,1e-04,0.0384,724.8,-293.6634,1.399,0.053,1.462
5,6,100,1,0,0.0396,706.5,-290.9183,1.366,0.064,1.445
5,6,1000,1,0,0.0369,714.4,-293.6843,1.46,0.063,1.531
5,6,10000,1,0,0.038,702.6,-304.2315,1.451,0.036,1.5
5,6,1,0.1,0.0261,0.0311,239.8,-180.0292,0.504,0.006,0.515
5,6,10,0.1,0.0172,0.03,169.4,-1098.9202,0.486,0.001,0.495
5,6,100,0.1,0.0087,0.0352,154.6,-6196.4497,0.572,0,0.582
5,6,1000,0.1,0.0024,0.0412,146.5,-23376.1435,0.831,0.005,0.843
5,6,10000,0.1,0,0.0453,140.4,-42782.5834,1.001,0.002,1.037
5,6,1,0.01,0.0332,0.0348,360.1,-280.4096,0.768,0.011,0.79
5,6,10,0.01,0.029,0.0322,202.5,-1714.1771,0.485,0.008,0.497
5,6,100,0.01,0.025,0.03,160.4,-13599.4143,0.513,0,0.529
5,6,1000,0.01,0.02,0.0311,144.7,-111275.1592,0.711,0.004,0.725
5,6,10000,0.01,0.0156,0.0326,141.9,-903224.9452,2.053,0.002,2.062
5,6,1,0.001,0.0388,0.0396,803.8,-579.2324,1.53,0.051,1.596
5,6,10,0.001,0.0334,0.0349,345,-2730.5453,0.72,0.025,0.752
5,6,100,0.001,0.0322,0.0336,210.8,-18561.6651,0.524,0.002,0.534
5,6,1000,0.001,0.028,0.0307,164.9,-150256.5711,0.518,0.003,0.535
5,6,10000,0.001,0.0246,0.0301,154.3,-1335432.7972,0.793,0.008,0.803
5,6,1,1e-04,0.0962,0.1154,1858.7,-1407.1764,2.851,0.131,2.992
5,6,10,1e-04,0.0388,0.0403,805.9,-5804.3341,1.384,0.051,1.434
5,6,100,1e-04,0.036,0.037,350.6,-27898.7456,0.721,0.018,0.742
5,6,1000,1e-04,0.032,0.0329,203.8,-181396.9702,0.518,0.007,0.53
5,6,10000,1e-04,0.0316,0.0336,171.2,-1612993.9951,0.539,0.003,0.547
5,7,1,1,0.007,0.0323,805,-209.7142,1.592,0.093,1.691
5,7,10,1,1e-04,0.0375,750.5,-295.2392,1.485,0.049,1.538
5,7,100,1,0,0.037,739.1,-300.0613,1.44,0.043,1.504
5,7,1000,1,0,0.0403,749.6,-315.0902,1.535,0.043,1.587
5,7,10000,1,0,0.0374,751,-295.4432,1.488,0.046,1.536
5,7,1,0.1,0.0256,0.0302,269.1,-198.714,0.561,0.008,0.571
5,7,10,0.1,0.0191,0.0315,191.5,-1197.6531,0.534,0.003,0.545
5,7,100,0.1,0.0086,0.0363,167.8,-6115.0431,0.618,0,0.622
5,7,1000,0.1,0.0026,0.0477,175,-25693.6988,1.015,0.002,1.028
5,7,10000,0.1,1e-04,0.0516,155.6,-46013.2514,1.112,0.002,1.133
5,7,1,0.01,0.035,0.0366,432.9,-340.7481,0.898,0.017,0.937
5,7,10,0.01,0.0314,0.0344,265,-2246.4512,0.612,0.002,0.62
5,7,100,0.01,0.027,0.0324,199.7,-16639.0013,0.599,0.003,0.613
5,7,1000,0.01,0.0214,0.0316,170.5,-128840.7729,0.93,0,0.96
5,7,10000,0.01,0.0146,0.0331,151.8,-918578.8681,2.41,0,2.449
5,7,1,0.001,0.0446,0.0457,956.8,-698.7611,1.873,0.072,1.998
5,7,10,0.001,0.0421,0.0431,436.3,-3541.2697,0.915,0.011,0.949
5,7,100,0.001,0.0373,0.0392,278.7,-25071.8391,0.665,0.006,0.69
5,7,1000,0.001,0.0308,0.034,227.9,-202305.3902,0.682,0.001,0.702
5,7,10000,0.001,0.0265,0.0311,194.9,-1650257.2179,1.135,0.002,1.168
5,7,1,1e-04,0.0692,0.1882,1990.1,-1584.3921,2.945,0.145,3.116
5,7,10,1e-04,0.0461,0.0476,954.6,-6984.5646,1.7,0.066,1.791
5,7,100,1e-04,0.0412,0.0418,432,-34851.0944,0.866,0.019,0.89
5,7,1000,1e-04,0.0391,0.0411,272.8,-250456.0965,0.673,0.001,0.676
5,7,10000,1e-04,0.0357,0.0384,232,-2194587.5074,0.675,0.003,0.7
5,8,1,1,0.0611,0.1321,1135.3,-521.0118,2.124,0.109,2.239
5,8,10,1,0.0068,0.1633,1003.8,-1455.6219,2.424,0.077,2.502
5,8,100,1,0,0.1759,965,-1849.0077,2.551,0.092,2.673
5,8,1000,1,0,0.1714,968.7,-1677.9952,2.511,0.085,2.644
5,8,10000,1,0,0.1675,948.5,-1745.4048,2.41,0.087,2.495
5,8,1,0.1,0.1264,0.139,768.3,-674.3616,1.447,0.059,1.505
5,8,10,0.1,0.0986,0.1246,637.9,-5236.9584,1.368,0.046,1.427
5,8,100,0.1,0.079,0.1364,605.2,-42076.5702,2.371,0.044,2.426
5,8,1000,0.1,0.0467,0.1584,566.4,-280235.6734,7.734,0.034,7.839
5,8,10000,0.1,0.0204,0.1815,542.9,-1504851.5171,22.641,0.021,22.726
5,8,1,0.01,0.1539,0.1578,932.8,-858.9628,1.898,0.059,1.963
5,8,10,0.01,0.1372,0.1442,783.9,-7325.0224,1.659,0.048,1.741
5,8,100,0.01,0.1328,0.1411,714.1,-66332.1143,1.638,0.058,1.695
5,8,1000,0.01,0.1188,0.1364,657,-596396.6405,3.041,0.015,3.058
5,8,10000,0.01,0.1039,0.1345,616.2,-5305665.5638,10.264,0.025,10.362
5,8,1,0.001,0.1655,0.1688,1340.6,-1141.3361,2.604,0.125,2.763
5,8,10,0.001,0.1513,0.1542,915.9,-8538.9871,1.815,0.073,1.916
5,8,100,0.001,0.1526,0.1554,830.3,-80458.3193,1.707,0.053,1.762
5,8,1000,0.001,0.1396,0.1459,767.4,-724664.105,1.802,0.044,1.847
5,8,10000,0.001,0.1324,0.1428,712.2,-6718603.802,3.349,0.03,3.448
5,8,1,1e-04,0.251,0.2821,1973.6,-1726.0869,3.474,0.168,3.667
5,8,10,1e-04,0.1635,0.1664,1343.9,-11435.8302,2.651,0.105,2.76
5,8,100,1e-04,0.16,0.1619,940.2,-88237.912,1.903,0.072,1.979
5,8,1000,1e-04,0.159,0.1618,839.4,-824712.3134,1.762,0.06,1.835
5,8,10000,1e-04,0.1522,0.1556,810.1,-7914030.1655,1.692,0.036,1.752
5,9,1,1,0.017,0.0544,846.8,-269.4553,1.636,0.072,1.707
5,9,10,1,3e-04,0.0586,758.3,-448.0295,1.501,0.043,1.546
5,9,100,1,0,0.0649,748.1,-522.4304,1.526,0.051,1.585
5,9,1000,1,0,0.063,750.7,-472.6838,1.531,0.058,1.61
5,9,10000,1,0,0.0634,748.3,-479.1993,1.541,0.05,1.594
5,9,1,0.1,0.0454,0.0524,370.8,-296.7889,0.734,0.014,0.749
5,9,10,0.1,0.0354,0.053,290.1,-2098.2795,0.707,0.006,0.721
5,9,100,0.1,0.0214,0.0563,254.7,-13767.6969,0.901,0.003,0.912
5,9,1000,0.1,0.0087,0.0673,240.3,-67591.6856,1.88,0.004,1.899
5,9,10000,0.1,0.001,0.0755,223.6,-209468.1275,3.51,0.006,3.566
5,9,1,0.01,0.0616,0.0643,536.3,-447.362,1.078,0.027,1.117
5,9,10,0.01,0.0519,0.0558,360.9,-3215.9396,0.777,0.004,0.781
5,9,100,0.01,0.0476,0.0546,305.8,-27049.5134,0.793,0.002,0.805
5,9,1000,0.01,0.0424,0.055,275.5,-230746.4224,1.257,0.006,1.272
5,9,10000,0.01,0.032,0.0558,243,-1775643.156,3.782,0,3.817
5,9,1,0.001,0.0695,0.0718,1024.3,-782.9583,2.003,0.07,2.075
5,9,10,0.001,0.066,0.0679,534.2,-4558.7006,1.049,0.035,1.115
5,9,100,0.001,0.0644,0.0664,386.9,-36212.773,0.837,0.006,0.844
5,9,1000,0.001,0.0531,0.0576,339,-312667.7965,0.855,0.003,0.883
5,9,10000,0.001,0.0468,0.0524,292.7,-2619055.7131,1.433,0.007,1.469
5,9,1,1e-04,0.1601,0.1868,1928.8,-1567.0472,3.029,0.113,3.142
5,9,10,1e-04,0.0705,0.0726,1029.2,-7882.6317,1.833,0.074,1.906
5,9,100,1e-04,0.0672,0.0692,528.6,-45220.65,1.036,0.016,1.052
5,9,1000,1e-04,0.0614,0.0635,363.2,-342495.6458,0.816,0.009,0.826
5,9,10000,1e-04,0.0638,0.0672,360.5,-3475256.1043,0.837,0.011,0.85
6,7,1,1,2e-04,0.0053,680,-116.7808,1.397,0.05,1.454
6,7,10,1,0,0.0053,670,-117.4304,1.291,0.02,1.317
6,7,100,1,0,0.0062,678.4,-120.4578,1.309,0.05,1.367
6,7,1000,1,0,0.0055,675.7,-117.2509,1.325,0.035,1.385
6,7,10000,1,0,0.0052,672,-117.4125,1.317,0.045,1.37
6,7,1,0.1,0.0031,0.005,79.8,-43.04,0.249,0,0.248
6,7,10,0.1,9e-04,0.0058,49.5,-145.0942,0.218,0,0.22
6,7,100,0.1,0,0.0068,40.2,-257.4388,0.223,0,0.222
6,7,1000,0.1,0,0.0073,40,-317.6116,0.221,0,0.23
6,7,10000,0.1,0,0.006,36.7,-233.347,0.209,0,0.215
6,7,1,0.01,0.0037,0.0047,125.9,-84.7025,0.35,0,0.348
6,7,10,0.01,0.0031,0.0046,50,-334.8261,0.222,0,0.223
6,7,100,0.01,0.0022,0.006,30.7,-1756.1262,0.217,0,0.224
6,7,1000,0.01,6e-04,0.0059,23.8,-7111.5137,0.263,0,0.266
6,7,10000,0.01,0,0.0066,22.7,-15801.2417,0.272,0,0.276
6,7,1,0.001,0.004,0.0043,398.7,-255.1307,0.829,0.033,0.875
6,7,10,0.001,0.0045,0.0047,122.1,-836.2289,0.343,0,0.344
6,7,100,0.001,0.0044,0.0051,51.3,-3648.5368,0.229,0,0.232
