"A","B","C","sigma","error","cross","SVs","obj.fun","t.user","t.sys","t.elapsed"
1,6,1000,1,0,0.012,775.6,-146.3056,1.52,0.054,1.613
1,6,10000,1,0,0.0112,777.7,-144.8629,1.546,0.076,1.65
1,6,1,0.1,0.0072,0.0099,119,-68.3521,0.33,0.003,0.327
1,6,10,0.1,0.0019,0.0079,74.8,-221.7835,0.288,0.002,0.29
1,6,100,0.1,4e-04,0.0106,77.7,-634.1981,0.343,0,0.346
1,6,1000,0.1,0,0.0108,69.4,-804.161,0.317,0.001,0.324
1,6,10000,0.1,0,0.0114,67.3,-552.0902,0.32,0,0.325
1,6,1,0.01,0.0089,0.0096,201.7,-138.0858,0.484,0.005,0.489
1,6,10,0.01,0.0078,0.0093,85.1,-604.1529,0.3,0.002,0.304
1,6,100,0.01,0.0043,0.0076,54.2,-3262.7776,0.32,0,0.328
1,6,1000,0.01,0.0025,0.0089,47.3,-17486.0573,0.386,0.001,0.392
1,6,10000,0.01,8e-04,0.0123,49,-82827.2653,0.592,0,0.593
1,6,1,0.001,0.0219,0.0254,648.3,-447.9523,1.343,0.045,1.417
1,6,10,0.001,0.0139,0.0146,237.7,-1700.8653,0.556,0.005,0.58
1,6,100,0.001,0.0108,0.0121,112.6,-8642.2189,0.363,0,0.368
1,6,1000,0.001,0.0076,0.0097,71.5,-53405.922,0.36,0,0.367
1,6,10000,0.001,0.0047,0.0081,49.9,-330371.7789,0.436,0,0.447
1,6,1,1e-04,0.0687,0.0756,1644.9,-1187.3948,2.579,0.109,2.69
1,6,10,1e-04,0.0238,0.0282,657.4,-4596.2002,1.162,0.028,1.208
1,6,100,1e-04,0.0165,0.0168,254,-18477.1347,0.594,0.005,0.614
1,6,1000,1e-04,0.0142,0.0151,124.4,-100631.9895,0.392,0.001,0.393
1,6,10000,1e-04,0.0116,0.0135,92,-764695.5722,0.364,0.004,0.371
1,7,1,1,0.0022,0.02,827.7,-174.6184,1.606,0.076,1.694
1,7,10,1,0,0.0198,807,-191.8717,1.625,0.069,1.723
1,7,100,1,0,0.0192,805.6,-194.0369,1.579,0.07,1.677
1,7,1000,1,0,0.0211,803.6,-205.3968,1.591,0.073,1.664
1,7,10000,1,0,0.0216,812.5,-199.5609,1.568,0.085,1.673
1,7,1,0.1,0.0092,0.014,151.9,-92.5052,0.367,0.002,0.382
1,7,10,0.1,0.005,0.0151,105,-450.5935,0.358,0,0.368
1,7,100,0.1,0.0011,0.0158,92.9,-1365.2756,0.39,0.002,0.402
1,7,1000,0.1,0,0.0194,89.9,-2858.5913,0.408,0,0.41
1,7,10000,0.1,0,0.0184,87.9,-2287.1811,0.397,0,0.404
1,7,1,0.01,0.0127,0.014,243.1,-172.7321,0.562,0.003,0.564
1,7,10,0.01,0.0112,0.0132,112.5,-856.3176,0.341,0,0.339
1,7,100,0.01,0.0079,0.0126,76.4,-5467.5599,0.369,0.001,0.377
1,7,1000,0.01,0.0064,0.0148,73.8,-41616.3061,0.483,0.001,0.488
1,7,10000,0.01,0.003,0.0176,73.8,-240342.2144,1.04,0.001,1.061
1,7,1,0.001,0.0252,0.0286,726.3,-511.1153,1.47,0.053,1.539
1,7,10,0.001,0.0196,0.0202,291.1,-2149.6401,0.655,0.01,0.674
1,7,100,0.001,0.0144,0.0164,137.9,-10840.4544,0.395,0.003,0.405
1,7,1000,0.001,0.0114,0.0148,89.3,-72246.5782,0.379,0.004,0.409
1,7,10000,0.001,0.009,0.0138,73.8,-555192.824,0.513,0.003,0.529
1,7,1,1e-04,0.0857,0.094,1710.6,-1263.578,2.764,0.117,2.884
1,7,10,1e-04,0.0286,0.0308,733.8,-5222.1602,1.354,0.063,1.427
1,7,100,1e-04,0.0217,0.0228,302.3,-22834.9946,0.669,0.011,0.681
1,7,1000,1e-04,0.0202,0.0222,159.1,-133017.8543,0.466,0.002,0.469
1,7,10000,1e-04,0.0155,0.0181,119.8,-1002827.3013,0.451,0,0.455
1,8,1,1,0.0046,0.0233,883,-205.714,1.765,0.075,1.848
1,8,10,1,2e-04,0.0266,842.7,-271.8285,1.718,0.074,1.802
1,8,100,1,0,0.0274,834.9,-280.9112,1.64,0.061,1.707
1,8,1000,1,0,0.0264,821.3,-268.7374,1.668,0.085,1.76
1,8,10000,1,0,0.0253,836.7,-277.4288,1.712,0.086,1.815
1,8,1,0.1,0.0155,0.0198,214.6,-143.8264,0.47,0.004,0.483
1,8,10,0.1,0.01,0.0213,152.9,-782.7606,0.469,0.002,0.474
1,8,100,0.1,0.0044,0.026,140.5,-3441.9572,0.498,0.003,0.508
1,8,1000,0.1,4e-04,0.0296,121.6,-7661.2551,0.537,0.002,0.54
1,8,10000,0.1,0,0.0328,116.5,-16128.2926,0.566,0.001,0.572
1,8,1,0.01,0.0261,0.0274,392,-294.651,0.811,0.042,0.857
1,8,10,0.01,0.0212,0.0237,203.6,-1622.8662,0.523,0.003,0.532
1,8,100,0.01,0.016,0.0214,143,-10960.5867,0.51,0,0.512
1,8,1000,0.01,0.0118,0.0223,115.4,-75300.1662,0.662,0.002,0.669
1,8,10000,0.01,0.0073,0.026,107.8,-491123.4899,1.71,0.001,1.717
1,8,1,0.001,0.062,0.0664,1052.1,-791.9621,2.06,0.077,2.144
1,8,10,0.001,0.0406,0.0438,500.2,-3872.0188,1.025,0.008,1.04
1,8,100,0.001,0.0288,0.0311,275.6,-22567.735,0.657,0.011,0.674
1,8,1000,0.001,0.0208,0.0236,179.5,-146522.6778,0.573,0.004,0.579
1,8,10000,0.001,0.0168,0.0225,136.4,-1085131.5454,0.863,0.003,0.872
1,8,1,1e-04,0.1637,0.1882,1938,-1571.7761,3.1,0.145,3.251
1,8,10,1e-04,0.0772,0.0807,1057.7,-8188.5634,1.97,0.073,2.041
1,8,100,1e-04,0.0661,0.0676,560.1,-46727.1654,1.15,0.03,1.18
1,8,1000,1e-04,0.0468,0.0511,378,-320708.2033,0.876,0.017,0.892
1,8,10000,1e-04,0.0298,0.0322,257.1,-2150623.1423,0.761,0.003,0.765
1,9,1,1,0.0011,0.0128,810.2,-150.7369,1.593,0.057,1.663
1,9,10,1,0,0.0118,789.5,-158.5697,1.565,0.061,1.634
1,9,100,1,0,0.013,790.4,-158.8861,1.535,0.058,1.59
1,9,1000,1,0,0.0118,788,-159.909,1.523,0.067,1.592
1,9,10000,1,0,0.0123,791.8,-157.1542,1.533,0.075,1.624
1,9,1,0.1,0.0049,0.0073,112.7,-62.8216,0.307,0,0.311
1,9,10,0.1,0.0023,0.0083,73.7,-250.4755,0.286,0,0.286
1,9,100,0.1,6e-04,0.0106,70.6,-647.5394,0.323,0,0.319
1,9,1000,0.1,0,0.0134,74,-1038.8399,0.341,0,0.34
1,9,10000,0.1,0,0.0127,66.4,-1008.9289,0.32,0,0.322
1,9,1,0.01,0.0102,0.0106,207.5,-141.4501,0.501,0.002,0.503
1,9,10,0.01,0.0069,0.0087,85.8,-602.7296,0.293,0.002,0.292
1,9,100,0.01,0.0055,0.0083,55.8,-3600.513,0.325,0,0.327
1,9,1000,0.01,0.0025,0.0095,45.9,-19442.5235,0.367,0,0.369
1,9,10000,0.01,0.001,0.0124,52.1,-101142.5595,0.595,0,0.598
1,9,1,0.001,0.0214,0.025,691.6,-477.2476,1.373,0.047,1.43
1,9,10,0.001,0.0123,0.0127,249.9,-1757.9664,0.587,0,0.587
1,9,100,0.001,0.0108,0.0125,112.3,-8659.9917,0.356,0,0.354
1,9,1000,0.001,0.0077,0.0099,63.8,-48433.2485,0.335,0,0.336
1,9,10000,0.001,0.0056,0.009,56.4,-390237.1072,0.472,0,0.477
1,9,1,1e-04,0.0743,0.085,1743.5,-1264.0423,2.695,0.139,2.835
1,9,10,1e-04,0.0254,0.0294,712,-5001.9002,1.278,0.064,1.341
1,9,100,1e-04,0.0153,0.016,271.9,-19790.5393,0.614,0.003,0.621
1,9,1000,1e-04,0.0145,0.0153,132,-104931.6055,0.401,0,0.4
1,9,10000,1e-04,0.0116,0.013,90.1,-737948.2093,0.38,0.002,0.381
2,3,1,1,0.0349,0.0848,988.9,-388.8965,1.902,0.081,2.015
2,3,10,1,0.0041,0.1087,906.7,-899.6784,1.884,0.089,1.993
2,3,100,1,0,0.118,881.3,-1105.1037,1.918,0.061,1.988
2,3,1000,1,0,0.114,879.8,-1087.5856,1.876,0.101,1.982
2,3,10000,1,0,0.1119,870.6,-1130.3627,1.902,0.086,2.022
2,3,1,0.1,0.0722,0.0804,496.1,-419.3691,0.95,0.036,0.995
2,3,10,0.1,0.0606,0.0806,418.2,-3319.9976,0.964,0.017,0.986
2,3,100,0.1,0.0435,0.087,398.6,-25317.6033,1.472,0.02,1.52
2,3,1000,0.1,0.0278,0.1098,401.8,-171644.0891,4.608,0.034,4.647
2,3,10000,0.1,0.008,0.1247,380.5,-744101.0179,11.044,0.014,11.095
2,3,1,0.01,0.0867,0.089,699.1,-595.0057,1.406,0.035,1.446
2,3,10,0.01,0.0795,0.0833,498.9,-4556.2511,1.01,0.046,1.054
2,3,100,0.01,0.0764,0.0839,434.8,-40059.1674,1.045,0.014,1.058
2,3,1000,0.01,0.069,0.0832,395.2,-352326.1268,1.855,0.015,1.885
2,3,10000,0.01,0.06,0.0827,387.2,-3171137.1983,6.799,0.022,6.84
2,3,1,0.001,0.0932,0.0959,1241.9,-972.7644,2.367,0.145,2.538
2,3,10,0.001,0.0905,0.0925,688.6,-5971.4434,1.331,0.052,1.387
2,3,100,0.001,0.0825,0.0846,505.2,-47355.6473,1.059,0.029,1.091
2,3,1000,0.001,0.0776,0.0822,453.3,-425355.3748,1.112,0.013,1.124
2,3,10000,0.001,0.0726,0.0804,409.2,-3798407.5165,1.983,0.019,2.018
2,3,1,1e-04,0.1659,0.4198,1995.4,-1732.0116,3.336,0.154,3.491
2,3,10,1e-04,0.0974,0.1003,1247.1,-9815.2164,2.412,0.092,2.503
2,3,100,1e-04,0.0892,0.0908,682.1,-59242.3641,1.334,0.031,1.369
2,3,1000,1e-04,0.0911,0.0934,516.4,-493034.5232,1.09,0.041,1.139
2,3,10000,1e-04,0.0864,0.0895,488.9,-4736945.4759,1.122,0.03,1.153
2,4,1,1,0.0546,0.1216,1160.5,-499.99,2.245,0.094,2.356
2,4,10,1,0.0075,0.1531,1073.8,-1442.3572,2.681,0.116,2.829
2,4,100,1,0,0.156,1005.2,-1686.6323,2.669,0.064,2.74
2,4,1000,1,0,0.155,1000.9,-1749.7898,2.662,0.08,2.752
2,4,10000,1,0,0.16,1005.8,-1769.4906,2.68,0.095,2.809
2,4,1,0.1,0.1143,0.1237,684.4,-601.5992,1.273,0.065,1.358
2,4,10,0.1,0.0953,0.1197,597.2,-4956.5539,1.278,0.031,1.322
2,4,100,0.1,0.0687,0.1218,553.6,-37974.6562,2.11,0.023,2.142
2,4,1000,0.1,0.048,0.1464,541.5,-279475.14,7.309,0.039,7.358
2,4,10000,0.1,0.0208,0.1634,499.7,-1483029.1253,21.251,0.027,21.337
2,4,1,0.01,0.147,0.151,914.3,-820.8708,1.833,0.053,1.885
2,4,10,0.01,0.1281,0.1358,729.6,-6736.3843,1.529,0.033,1.585
2,4,100,0.01,0.117,0.1268,636,-59282.7139,1.517,0.025,1.546
2,4,1000,0.01,0.1072,0.124,592.7,-539201.4822,2.584,0.053,2.636
2,4,10000,0.01,0.0952,0.1254,563.8,-4831258.7408,9.629,0.034,9.695
2,4,1,0.001,0.1718,0.175,1330.5,-1130.9477,2.596,0.118,2.73
2,4,10,0.001,0.1597,0.1618,918.3,-8481.9715,1.811,0.064,1.892
2,4,100,0.001,0.1498,0.1538,777.6,-74221.5211,1.61,0.046,1.658
2,4,1000,0.001,0.1248,0.1316,709.5,-658094.8721,1.698,0.029,1.732
2,4,10000,0.001,0.1166,0.1254,618.4,-5841323.5113,2.85,0.055,2.906
2,4,1,1e-04,0.1958,0.3442,1997.3,-1742.4274,3.523,0.167,3.706
2,4,10,1e-04,0.1695,0.1724,1332.9,-11326.4291,2.627,0.075,2.703
2,4,100,1e-04,0.1634,0.1655,918.6,-85031.9507,1.816,0.074,1.897
2,4,1000,1e-04,0.1583,0.161,784.7,-765235.482,1.662,0.04,1.704
2,4,10000,1e-04,0.148,0.1532,760.5,-7324411.4954,1.628,0.042,1.671
2,5,1,1,0.0296,0.0776,993.1,-370.5745,1.92,0.075,2
2,5,10,1,0.0033,0.1016,917.1,-871.0792,1.936,0.083,2.045
2,5,100,1,0,0.105,896.4,-977.9757,1.901,0.064,1.983
2,5,1000,1,0,0.104,882.7,-968.02,1.941,0.088,2.05
2,5,10000,1,0,0.1091,905.4,-1014.909,1.971,0.102,2.077
2,5,1,0.1,0.0746,0.0845,529.3,-440.462,1.005,0.056,1.063
2,5,10,0.1,0.0572,0.0795,422.5,-3255.6903,0.943,0.024,0.979
2,5,100,0.1,0.0434,0.0884,388.7,-24475.4285,1.422,0.011,1.45
2,5,1000,0.1,0.0228,0.1022,370.4,-146134.7211,4.014,0.019,4.033
2,5,10000,0.1,0.0073,0.1248,366,-680536.3626,10.332,0.011,10.351
2,5,1,0.01,0.1078,0.1111,783.4,-679.2622,1.539,0.05,1.589
2,5,10,0.01,0.0896,0.0945,571.7,-5127.5824,1.215,0.019,1.235
2,5,100,0.01,0.0786,0.0883,465.8,-42078.184,1.123,0.012,1.142
2,5,1000,0.01,0.0673,0.0833,415.7,-362084.4846,1.924,0.016,1.949
2,5,10000,0.01,0.0587,0.0825,374,-3015400.5072,6.887,0.02,6.913
2,5,1,0.001,0.1394,0.1454,1280,-1055.5072,2.473,0.133,2.613
2,5,10,0.001,0.1228,0.125,794.6,-7113.6419,1.57,0.049,1.62
2,5,100,0.001,0.1142,0.1186,651.9,-60386.4133,1.376,0.05,1.427
2,5,1000,0.001,0.0883,0.0934,536.2,-487444.5663,1.314,0.017,1.333
2,5,10000,0.001,0.0793,0.0874,462.5,-4251318.9055,2.227,0.019,2.256
2,5,1,1e-04,0.198,0.3123,1990,-1709.7124,3.294,0.11,3.406
2,5,10,1e-04,0.1443,0.147,1267.6,-10485.4175,2.398,0.097,2.505
2,5,100,1e-04,0.1299,0.1329,806.7,-72933.3392,1.625,0.061,1.699
2,5,1000,1e-04,0.1274,0.1309,669.3,-645280.2966,1.388,0.034,1.427
2,5,10000,1e-04,0.1138,0.1206,638.6,-5999211.7718,1.589,0.031,1.625
2,6,1,1,0.0349,0.0832,913.6,-365.6824,1.729,0.082,1.826
2,6,10,1,0.0036,0.1031,804.4,-909.6508,1.691,0.069,1.782
2,6,100,1,0,0.1109,770.5,-1179.4438,1.713,0.05,1.763
2,6,1000,1,0,0.1097,763.5,-1198.8756,1.634,0.071,1.707
2,6,10000,1,0,0.1066,773.1,-1095.2394,1.655,0.057,1.725
2,6,1,0.1,0.0736,0.0804,520.4,-436.2631,0.997,0.049,1.044
2,6,10,0.1,0.0626,0.0821,430.7,-3430.8145,0.961,0.03,0.993
2,6,100,0.1,0.0466,0.089,396.9,-26078.3038,1.412,0.018,1.441
2,6,1000,0.1,0.0284,0.1026,378.8,-171602.6847,4.249,0.022,4.283
2,6,10000,0.1,0.0098,0.1232,361,-803328.9353,10.333,0.017,10.399
2,6,1,0.01,0.1005,0.1024,747.3,-641.1661,1.475,0.052,1.536
2,6,10,0.01,0.0874,0.0914,547.1,-4924.3377,1.115,0.05,1.164
2,6,100,0.01,0.0783,0.0859,463.9,-42104.5013,1.078,0.033,1.121
2,6,1000,0.01,0.0693,0.0824,405.5,-357045.7885,1.761,0.008,1.789
2,6,10000,0.01,0.062,0.0845,388.5,-3183533.6037,6.006,0.023,6.068
2,6,1,0.001,0.1164,0.1182,1285.6,-1029.1841,2.537,0.091,2.66
2,6,10,0.001,0.1082,0.11,734.4,-6431.9827,1.402,0.078,1.497
2,6,100,0.001,0.1028,0.1078,584.7,-54720.2222,1.224,0.038,1.265
2,6,1000,0.001,0.0889,0.0954,521.2,-480609.6928,1.221,0.031,1.255
2,6,10000,0.001,0.0785,0.0856,446.2,-4108660.3158,1.979,0.012,2.013
2,6,1,1e-04,0.1899,0.4386,2000,-1758.5858,3.242,0.126,3.383
2,6,10,1e-04,0.1146,0.1178,1280.2,-10231.9987,2.37,0.105,2.479
2,6,100,1e-04,0.1166,0.1184,757.8,-66856.2176,1.464,0.058,1.548
2,6,1000,1e-04,0.113,0.1155,594.3,-571192.3058,1.259,0.023,1.295
2,6,10000,1e-04,0.1046,0.1078,556.2,-5332036.5519,1.196,0.039,1.233
2,7,1,1,0.0048,0.0272,800.7,-188.5383,1.519,0.074,1.604
2,7,10,1,0,0.0286,770.7,-221.1502,1.51,0.056,1.58
2,7,100,1,0,0.0299,767,-220.7308,1.477,0.047,1.545
2,7,1000,1,0,0.0292,767.3,-229.1764,1.539,0.07,1.616
2,7,10000,1,0,0.0308,755.4,-229.1535,1.468,0.059,1.54
2,7,1,0.1,0.0207,0.0242,187.1,-134.7601,0.422,0.004,0.43
2,7,10,0.1,0.0138,0.0255,144.5,-839.8237,0.433,0.002,0.432
2,7,100,0.1,0.0053,0.0308,131.2,-4121.4456,0.497,0,0.496
2,7,1000,0.1,0.001,0.0388,134.4,-14410.211,0.626,0,0.631
2,7,10000,0.1,0,0.0379,126.8,-14065.1842,0.602,0.001,0.61
2,7,1,0.01,0.0228,0.0236,266.1,-203.2586,0.595,0.006,0.603
2,7,10,0.01,0.0204,0.0221,144.8,-1206.5271,0.394,0,0.407
2,7,100,0.01,0.0186,0.0229,118.2,-9872.8212,0.438,0,0.441
2,7,1000,0.01,0.0168,0.0268,121.6,-90789.3208,0.66,0,0.66
2,7,10000,0.01,0.012,0.0304,116.5,-648514.2708,1.533,0.002,1.538
2,7,1,0.001,0.023,0.0238,661.3,-457.6722,1.172,0.029,1.204
2,7,10,0.001,0.0222,0.0227,253.7,-1952.1927,0.55,0.009,0.572
2,7,100,0.001,0.0214,0.0224,144.7,-12554.1216,0.401,0,0.398
2,7,1000,0.001,0.021,0.023,118.6,-106556.0398,0.44,0,0.445
2,7,10000,0.001,0.0158,0.0212,102.4,-854892.3979,0.599,0,0.611
2,7,1,1e-04,0.0277,0.031,1847.7,-1322.3446,2.838,0.104,2.939
2,7,10,1e-04,0.0246,0.0246,668.9,-4658.1498,1.143,0.032,1.178
2,7,100,1e-04,0.0226,0.0233,259.4,-19970.4696,0.535,0.005,0.543
2,7,1000,1e-04,0.023,0.0247,149.5,-131821.5032,0.409,0,0.413
2,7,10000,1e-04,0.022,0.0238,121.7,-1143432.7822,0.413,0,0.415
2,8,1,1,0.0248,0.0703,967.2,-347.8007,1.882,0.097,2.01
2,8,10,1,0.0022,0.085,885.5,-721.6567,1.9,0.08,1.991
2,8,100,1,0,0.0925,847.1,-776.2887,1.836,0.097,1.954
2,8,1000,1,0,0.0906,841.9,-787.6844,1.813,0.09,1.928
2,8,10000,1,0,0.0902,844.4,-761.8984,1.824,0.081,1.944
2,8,1,0.1,0.0627,0.0716,452.2,-374.4839,0.971,0.037,1.018
2,8,10,0.1,0.0498,0.0676,357.5,-2762.9204,0.897,0.025,0.927
2,8,100,0.1,0.0351,0.0768,345.8,-20773.2752,1.321,0.042,1.365
2,8,1000,0.1,0.0178,0.0939,332,-125051.5571,3.244,0.014,3.324
2,8,10000,0.1,0.0041,0.1071,323.7,-468199.0627,7.31,0.017,7.341
2,8,1,0.01,0.0787,0.081,645,-539.1112,1.343,0.055,1.411
2,8,10,0.01,0.0705,0.0742,431,-3875.638,0.934,0.02,0.957
2,8,100,0.01,0.0635,0.0714,371,-33894.1077,0.905,0.032,0.945
2,8,1000,0.01,0.0572,0.07,347.8,-304527.706,1.602,0.032,1.633
2,8,10000,0.01,0.0494,0.076,333,-2652034.3124,5.363,0.011,5.38
2,8,1,0.001,0.0912,0.0954,1192.7,-928.3893,2.327,0.111,2.481
2,8,10,0.001,0.087,0.0886,647.1,-5503.2909,1.266,0.056,1.373
2,8,100,0.001,0.0796,0.0836,460.2,-42739.302,0.971,0.033,1.019
2,8,1000,0.001,0.0702,0.0741,396.6,-368297.8263,0.988,0.014,1.008
2,8,10000,0.001,0.0633,0.0699,361.3,-3334723.3834,1.705,0.023,1.729
2,8,1,1e-04,0.1544,0.3374,1993.6,-1701.9298,3.058,0.172,3.279
2,8,10,1e-04,0.094,0.0974,1199.6,-9372.5526,2.159,0.089,2.282
2,8,100,1e-04,0.0874,0.0885,654.2,-55922.8598,1.262,0.066,1.355
2,8,1000,1e-04,0.0846,0.0863,466.1,-440938.9119,1.097,0.022,1.145
2,8,10000,1e-04,0.0779,0.0801,416,-3988506.3648,1.011,0.022,1.055
2,9,1,1,0.0041,0.0251,776.4,-179.1189,1.514,0.058,1.594
2,9,10,1,1e-04,0.0264,734.4,-229.2903,1.451,0.05,1.502
2,9,100,1,0,0.029,732.2,-239.3944,1.432,0.089,1.522
2,9,1000,1,0,0.0284,734.5,-253.2271,1.488,0.078,1.587
2,9,10000,1,0,0.028,735.5,-228.2385,1.42,0.05,1.486
2,9,1,0.1,0.0168,0.02,176,-124.8464,0.423,0.011,0.432
2,9,10,0.1,0.0124,0.0224,133,-801.582,0.407,0.003,0.407
2,9,100,0.1,0.0058,0.0276,116.1,-3968.2689,0.459,0.005,0.468
2,9,1000,0.1,0.0012,0.0348,120,-14389.2908,0.592,0.005,0.598
2,9,10000,0.1,0,0.0388,114,-21926.6967,0.619,0.005,0.626
2,9,1,0.01,0.0224,0.0236,285.5,-216.5141,0.617,0.02,0.643
2,9,10,0.01,0.0209,0.0226,155.6,-1295.487,0.412,0.001,0.419
2,9,100,0.01,0.0179,0.0224,120.4,-9912.0309,0.447,0,0.451
2,9,1000,0.01,0.0138,0.0219,107.1,-77564.9766,0.57,0.003,0.587
2,9,10000,0.01,0.0092,0.0244,101.2,-532400.5868,1.236,0.005,1.245
2,9,1,0.001,0.0236,0.0238,673.6,-477.7323,1.221,0.035,1.264
2,9,10,0.001,0.0208,0.0216,276.2,-2100.2003,0.608,0.003,0.612
2,9,100,0.001,0.0198,0.0205,144.8,-12259.4993,0.387,0.005,0.398
2,9,1000,0.001,0.0198,0.022,120,-108132.6647,0.435,0.001,0.437
2,9,10000,0.001,0.0173,0.0227,111.5,-945654.8806,0.591,0.005,0.604
2,9,1,1e-04,0.0236,0.0262,1796.5,-1281.4465,2.746,0.119,2.863
2,9,10,1e-04,0.0214,0.0216,668.4,-4729.3009,1.127,0.051,1.193
2,9,100,1e-04,0.0204,0.0208,270.6,-20441.564,0.576,0.009,0.588
2,9,1000,1e-04,0.0213,0.023,150.7,-129607.3789,0.391,0.002,0.397
2,9,10000,1e-04,0.0195,0.0216,114,-1060226.0566,0.416,0,0.417
3,4,1,1,0.0708,0.166,1248.7,-623.3914,2.427,0.135,2.572
3,4,10,1,0.0097,0.2,1122.6,-1833.9187,2.9,0.066,2.969
3,4,100,1,1e-04,0.2069,1065.5,-2551.0187,2.998,0.114,3.116
3,4,1000,1,0,0.21,1065.6,-2425.2102,2.987,0.097,3.09
3,4,10000,1,0,0.2107,1062.7,-2458.5919,2.972,0.128,3.111
3,4,1,0.1,0.1529,0.169,934.2,-826.7401,1.781,0.112,1.901
3,4,10,0.1,0.126,0.154,777.9,-6572.7676,1.697,0.077,1.783
3,4,100,0.1,0.0998,0.1655,711.7,-52735.868,2.68,0.059,2.747
3,4,1000,0.1,0.0656,0.1814,671.5,-378889.2719,9.624,0.075,9.71
3,4,10000,0.1,0.0352,0.2154,642,-2371777.6016,35.191,0.058,35.266
3,4,1,0.01,0.2246,0.2308,1243.1,-1152.6978,2.395,0.122,2.54
3,4,10,0.01,0.1798,0.1922,1038,-9483.268,2.105,0.07,2.188
3,4,100,0.01,0.1541,0.169,873.3,-80781.8912,2.027,0.056,2.091
3,4,1000,0.01,0.1419,0.1622,786,-719722.0277,3.301,0.07,3.382
3,4,10000,0.01,0.1293,0.1634,739.4,-6495913.0358,11.325,0.073,11.457
3,4,1,0.001,0.2489,0.2532,1598.1,-1426.0784,3.077,0.145,3.228
3,4,10,0.001,0.2365,0.2394,1238.1,-11760.2781,2.398,0.136,2.552
3,4,100,0.001,0.2244,0.2304,1136.7,-109090.0621,2.289,0.086,2.382
3,4,1000,0.001,0.184,0.194,1031,-950124.8819,2.405,0.119,2.537
3,4,10000,0.001,0.1594,0.1716,868.8,-8131723.5416,3.826,0.102,3.936
3,4,1,1e-04,0.268,0.5108,2000,-1873.5562,3.599,0.205,3.831
3,4,10,1e-04,0.2476,0.2524,1600.8,-14294.3554,3.058,0.155,3.226
3,4,100,1e-04,0.2362,0.2388,1233.5,-117850.3547,2.444,0.135,2.598
3,4,1000,1e-04,0.2382,0.2406,1148.2,-1130806.4353,2.333,0.142,2.506
3,4,10000,1e-04,0.2235,0.2301,1124.4,-10835507.1138,2.14,0.063,2.206
3,5,1,1,0.043,0.113,1058.7,-451.918,1.989,0.111,2.277
3,5,10,1,0.0039,0.1362,958.3,-1132.4219,2.245,0.036,2.285
3,5,100,1,0,0.1476,928,-1330.9767,2.254,0.074,2.427
3,5,1000,1,0,0.1341,920.3,-1155.9351,2.12,0.067,2.381
3,5,10000,1,0,0.141,930.5,-1284.9665,2.22,0.062,2.485
3,5,1,0.1,0.1025,0.1129,638.7,-558.3892,1.239,0.061,1.304
3,5,10,0.1,0.0814,0.109,536,-4376.0447,1.16,0.044,1.206
3,5,100,0.1,0.0596,0.112,499,-33549.5958,1.806,0.033,1.923
3,5,1000,0.1,0.0352,0.1284,469.5,-217240.1314,5.843,0.034,5.885
3,5,10000,0.1,0.0121,0.148,440.5,-1025745.9165,15.119,0.031,15.562
3,5,1,0.01,0.1236,0.1265,791.3,-713.0987,1.609,0.047,1.802
3,5,10,0.01,0.112,0.1176,630.8,-5874.6073,1.266,0.03,1.302
3,5,100,0.01,0.1065,0.1159,571.7,-53478.8779,1.327,0.045,1.461
3,5,1000,0.01,0.0948,0.1134,542.8,-489241.4826,2.29,0.02,2.558
3,5,10000,0.01,0.0803,0.1095,506,-4224352.3582,8.692,0.022,8.722
3,5,1,0.001,0.138,0.1407,1178,-988.455,2.318,0.066,2.638
3,5,10,0.001,0.1238,0.1281,790.3,-7198.2206,1.561,0.045,1.604
3,5,100,0.001,0.1224,0.1258,659.9,-63385.557,1.372,0.031,1.62
3,5,1000,0.001,0.1083,0.1142,597.8,-567476.2333,1.427,0.028,1.702
3,5,10000,0.001,0.1078,0.1152,572.5,-5436230.4042,2.445,0.025,2.55
3,5,1,1e-04,0.1948,0.2084,1931.2,-1610.313,3.301,0.166,3.522
3,5,10,1e-04,0.136,0.1398,1177,-9859.7626,2.294,0.052,2.353
3,5,100,1e-04,0.1283,0.13,786,-71903.122,1.521,0.047,1.574
3,5,1000,1e-04,0.126,0.1276,659,-640849.9978,1.366,0.058,1.428
3,5,10000,1e-04,0.1184,0.1212,632.2,-6136553.5635,1.382,0.039,1.424
3,6,1,1,0.0022,0.0158,709.1,-147.2063,1.421,0.057,1.824
3,6,10,1,0,0.017,684.9,-163.3083,1.349,0.015,1.705
3,6,100,1,0,0.0166,686.2,-168.3458,1.377,0.066,1.441
3,6,1000,1,0,0.017,689.5,-170.8483,1.41,0.05,1.797
3,6,10000,1,0,0.0184,685.2,-177.3005,1.332,0.042,1.712
3,6,1,0.1,0.0094,0.0118,141.8,-93.0316,0.38,0.003,0.381
3,6,10,0.1,0.0047,0.0122,87.6,-414.4016,0.326,0,0.33
3,6,100,0.1,0.0021,0.0177,80.7,-1892.4934,0.368,0,0.44
3,6,1000,0.1,1e-04,0.0214,75.7,-4035.4622,0.41,0,0.41
3,6,10000,0.1,0,0.0222,82.8,-6178.4557,0.428,0,0.435
3,6,1,0.01,0.0136,0.0144,247.6,-176.6948,0.548,0.012,0.721
3,6,10,0.01,0.0105,0.0133,111,-837.015,0.348,0,0.347
