"A","B","C","sigma","error","cross","SVs","obj.fun","t.user","t.sys","t.elapsed"
2,4,10,0.001,0.0027,0.0066,97.8,-453.1889,1.185,0,1.194
2,4,100,0.001,0,0.0069,82.1,-912.7119,1.161,0,1.171
2,4,1000,0.001,0,0.0071,82.6,-957.3646,1.169,0,1.173
2,4,10000,0.001,0,0.0067,82.3,-979.6294,1.175,0,1.194
2,4,1,1e-04,0.0114,0.0118,640.2,-412.5597,3.429,0.011,3.442
2,4,10,1e-04,0.0072,0.0092,201.9,-1294.22,1.82,0.009,1.846
2,4,100,1e-04,0.0043,0.0085,90.7,-4933.7173,1.203,0,1.21
2,4,1000,1e-04,0.0013,0.0094,62.8,-16893.3273,1.121,0.003,1.132
2,4,10000,1e-04,0,0.0112,62.7,-21965.0098,1.121,0,1.128
2,5,1,1,0,0.5169,2000,-999.9983,12.617,0.144,12.937
2,5,10,1,0,0.5177,2000,-999.9975,12.749,0.204,13.128
2,5,100,1,0,0.5212,2000,-999.9976,12.895,0.099,13.05
2,5,1000,1,0,0.5167,2000,-999.9978,12.727,0.257,13.107
2,5,10000,1,0,0.5161,2000,-999.998,12.802,0.236,13.233
2,5,1,0.1,0,0.1514,1967.6,-752.652,12.569,0.233,13.005
2,5,10,0.1,0,0.1352,1965.4,-754.5596,12.544,0.138,12.811
2,5,100,0.1,0,0.1403,1964.2,-753.8764,12.864,0.261,13.16
2,5,1000,0.1,0,0.1389,1968.8,-755.833,8.339,0.127,8.478
2,5,10000,0.1,0,0.1386,1962.1,-751.1999,8.246,0.095,8.376
2,5,1,0.01,3e-04,0.0042,254.9,-75.9195,2.143,0.014,2.18
2,5,10,0.01,0,0.0043,242.2,-88.8137,2.117,0.003,2.135
2,5,100,0.01,0,0.004,240.2,-83.9961,2.087,0.002,2.098
2,5,1000,0.01,0,0.0037,239.2,-83.9008,2.052,0.004,2.087
2,5,10000,0.01,0,0.0034,240.3,-85.2454,2.127,0.001,2.138
2,5,1,0.001,0.0108,0.0136,339.8,-220.6219,2.682,0,2.703
2,5,10,0.001,0.0057,0.0114,151.7,-794.3618,1.575,0.005,1.591
2,5,100,0.001,0,0.0113,114.3,-1804.4316,1.463,0.002,1.471
2,5,1000,0.001,0,0.0104,109.9,-1785.8418,1.445,0.005,1.454
2,5,10000,0.001,0,0.0099,108.5,-1698.9907,1.423,0,1.442
2,5,1,1e-04,0.0208,0.0219,933.1,-631.3947,4.667,0.025,4.697
2,5,10,1e-04,0.0125,0.0149,325.1,-2163.6496,2.353,0.001,2.362
2,5,100,1e-04,0.0095,0.0154,145.6,-9070.2282,1.458,0,1.457
2,5,1000,1e-04,0.0046,0.0184,102,-41177.733,1.365,0,1.365
2,5,10000,1e-04,0,0.019,81.4,-62394.7802,1.268,0.003,1.276
2,6,1,1,0,0.5154,2000,-999.9971,12.516,0.117,12.779
2,6,10,1,0,0.5148,2000,-999.9979,12.755,0.134,13.035
2,6,100,1,0,0.5172,2000,-999.9982,13.003,0.188,13.199
2,6,1000,1,0,0.5172,2000,-999.9973,13.001,0.17,13.187
2,6,10000,1,0,0.5191,2000,-999.9974,12.834,0.104,13.07
2,6,1,0.1,0,0.1224,1976.4,-712.678,12.627,0.135,12.903
2,6,10,0.1,0,0.1103,1973.6,-714.1218,12.814,0.188,13.033
2,6,100,0.1,0,0.1108,1975.1,-713.6355,12.675,0.158,12.852
2,6,1000,0.1,0,0.1113,1975,-714.7222,8.111,0.099,8.287
2,6,10000,0.1,0,0.1114,1972.9,-714.5602,8.135,0.114,8.251
2,6,1,0.01,7e-04,0.0036,249,-72.5668,2.094,0.003,2.113
2,6,10,0.01,0,0.0027,225.5,-78.999,1.947,0.004,1.986
2,6,100,0.01,0,0.0033,229.1,-83.4632,2.009,0.006,2.017
2,6,1000,0.01,0,0.0026,223.3,-78.185,1.983,0.003,2.045
2,6,10000,0.01,0,0.0029,224.7,-81.3569,1.996,0.002,2.056
2,6,1,0.001,0.0094,0.0124,340.5,-220.737,2.74,0.003,2.745
2,6,10,0.001,0.0044,0.0091,143.3,-722.7455,1.518,0,1.577
2,6,100,0.001,1e-04,0.009,101.1,-1488.0883,1.382,0.001,1.424
2,6,1000,0.001,0,0.008,97.4,-1434.041,1.393,0.001,1.394
2,6,10000,0.001,0,0.0073,99.4,-1389.4634,1.356,0.004,1.392
2,6,1,1e-04,0.0234,0.0265,885.5,-605.5332,4.323,0.02,4.345
2,6,10,1e-04,0.0091,0.0128,322.7,-2145.9193,2.209,0.003,2.213
2,6,100,1e-04,0.0073,0.0122,140.1,-8388.6275,1.35,0.002,1.355
2,6,1000,1e-04,0.0028,0.0134,84.2,-30663.9219,1.228,0,1.226
2,6,10000,1e-04,0,0.0152,73.6,-44349.7903,1.185,0,1.193
2,7,1,1,0,0.5184,2000,-999.9451,12.641,0.133,12.936
2,7,10,1,0,0.512,2000,-999.9415,12.757,0.129,13.062
2,7,100,1,0,0.5138,2000,-999.9328,12.974,0.222,13.266
2,7,1000,1,0,0.5152,2000,-999.9322,12.915,0.188,13.154
2,7,10000,1,0,0.5112,2000,-999.9325,12.798,0.178,13.138
2,7,1,0.1,0,0.147,1904,-639.089,12.604,0.167,12.908
2,7,10,0.1,0,0.1368,1908.3,-648.4965,12.689,0.12,12.866
2,7,100,0.1,0,0.1349,1911.7,-651.0929,12.498,0.178,12.769
2,7,1000,0.1,0,0.1359,1911.8,-649.8727,7.779,0.126,7.931
2,7,10000,0.1,0,0.1356,1905.2,-648.3291,7.775,0.093,7.882
2,7,1,0.01,0.0016,0.0059,235.1,-78.7223,2.03,0,2.057
2,7,10,0.01,0,0.0052,209.1,-102.0235,1.892,0,1.908
2,7,100,0.01,0,0.005,201.1,-94.9216,1.834,0.001,1.864
2,7,1000,0.01,0,0.0061,203.9,-109.322,1.867,0.008,1.893
2,7,10000,0.01,0,0.0053,204.3,-97.7648,1.873,0.001,1.884
2,7,1,0.001,0.0078,0.0102,289.1,-182.8886,2.386,0.002,2.415
2,7,10,0.001,0.0029,0.0078,120.1,-606.7841,1.366,0.003,1.386
2,7,100,0.001,6e-04,0.0078,81.1,-1413.2774,1.244,0,1.25
2,7,1000,0.001,0,0.0086,77.7,-1472.5453,1.193,0,1.198
2,7,10000,0.001,0,0.0096,76.8,-1485.2135,1.186,0.001,1.189
2,7,1,1e-04,0.015,0.0166,839.9,-553.509,4.032,0.014,4.049
2,7,10,1e-04,0.0083,0.0098,272.1,-1748.7154,1.914,0.003,1.917
2,7,100,1e-04,0.0047,0.0096,113.6,-6512.2189,1.2,0,1.2
2,7,1000,1e-04,0.0018,0.0101,69.3,-22503.8728,1.074,0,1.075
2,7,10000,1e-04,0,0.0109,58.6,-27019.145,1.026,0.003,1.029
2,8,1,1,0,0.5148,2000,-999.9998,12.945,0.394,13.388
2,8,10,1,0,0.5148,2000,-999.9997,12.999,0.426,13.453
2,8,100,1,0,0.5142,2000,-999.9994,12.78,0.373,13.296
2,8,1000,1,0,0.5208,2000,-999.9997,12.766,0.422,13.323
2,8,10000,1,0,0.5152,2000,-999.9997,12.933,0.392,13.344
2,8,1,0.1,0,0.1376,1992.7,-823.376,13.005,0.416,13.44
2,8,10,0.1,0,0.1318,1992.3,-826.502,12.52,0.454,13.105
2,8,100,0.1,0,0.1353,1990.2,-821.6101,12.697,0.397,13.238
2,8,1000,0.1,0,0.1336,1991.3,-823.676,9.023,0.343,9.422
2,8,10000,0.1,0,0.1252,1993.1,-826.3495,9.03,0.298,9.371
2,8,1,0.01,0.0025,0.0096,333.5,-115.334,2.613,0.054,2.706
2,8,10,0.01,0,0.0089,310.7,-141.5656,2.531,0.028,2.586
2,8,100,0.01,0,0.0085,299.4,-141.0217,2.531,0.024,2.561
2,8,1000,0.01,0,0.0077,304.7,-140.9657,2.534,0.018,2.553
2,8,10000,0.01,0,0.0082,302.9,-141.0934,2.508,0.036,2.547
2,8,1,0.001,0.0195,0.0234,440.8,-300.3771,3.372,0.076,3.45
2,8,10,0.001,0.0099,0.0184,209.3,-1206.8715,1.98,0.021,2.027
2,8,100,0.001,9e-04,0.015,149.2,-3132.8457,1.793,0.024,1.821
2,8,1000,0.001,0,0.0166,147,-3400.9727,1.78,0.024,1.809
2,8,10000,0.001,0,0.0165,158.6,-3741.667,1.87,0.022,1.89
2,8,1,1e-04,0.0346,0.0374,1057.3,-743.1133,5.498,0.102,5.633
2,8,10,1e-04,0.0237,0.0274,420.9,-2964.0122,3.061,0.047,3.113
2,8,100,1e-04,0.0177,0.0243,207.3,-14087.7125,1.982,0.007,2.007
2,8,1000,1e-04,0.0096,0.0266,143.6,-75456.7837,1.871,0.017,1.89
2,8,10000,1e-04,5e-04,0.0253,126.5,-202758.2319,1.997,0.013,2.013
2,9,1,1,0,0.516,2000,-999.9958,12.921,0.272,13.219
2,9,10,1,0,0.515,2000,-999.9928,12.805,0.313,13.131
2,9,100,1,0,0.522,2000,-999.9968,12.862,0.323,13.369
2,9,1000,1,0,0.511,2000,-999.9972,12.872,0.228,13.267
2,9,10000,1,0,0.5154,2000,-999.9957,12.843,0.284,13.207
2,9,1,0.1,0,0.1318,1963.5,-712.5676,12.989,0.322,13.317
2,9,10,0.1,0,0.1304,1963.6,-716.6581,12.824,0.303,13.292
2,9,100,0.1,0,0.1249,1961.3,-714.9311,12.665,0.326,13.175
2,9,1000,0.1,0,0.1274,1961,-716.784,7.725,0.313,8.037
2,9,10000,0.1,0,0.127,1965.9,-719.0634,7.635,0.334,7.994
2,9,1,0.01,7e-04,0.0039,204.3,-57.9392,1.843,0.014,1.861
2,9,10,0.01,0,0.0039,186.5,-69.1142,1.741,0.016,1.757
2,9,100,0.01,0,0.0049,192.2,-71.3446,1.763,0.005,1.786
2,9,1000,0.01,0,0.0041,191.6,-66.3176,1.732,0.024,1.769
2,9,10000,0.01,0,0.0039,187.8,-66.0895,1.763,0.014,1.775
2,9,1,0.001,0.006,0.0068,220.1,-136.4417,1.96,0.042,2.011
2,9,10,0.001,0.0034,0.0065,91.6,-433.9109,1.176,0.012,1.194
2,9,100,0.001,0,0.0079,73.4,-910.1,1.121,0.01,1.138
2,9,1000,0.001,0,0.0081,71.9,-926.3658,1.124,0.014,1.137
2,9,10000,0.001,0,0.0066,70.2,-731.3757,1.068,0.02,1.104
2,9,1,1e-04,0.0089,0.0097,664,-428.2205,3.512,0.04,3.55
2,9,10,1e-04,0.0054,0.0062,200,-1245.4982,1.792,0.016,1.817
2,9,100,1e-04,0.0034,0.0061,84.7,-4276.3029,1.085,0.008,1.098
2,9,1000,1e-04,7e-04,0.0092,54.3,-12475.9183,1.044,0.007,1.051
2,9,10000,1e-04,0,0.011,54.4,-17953.9809,1.05,0.004,1.064
3,4,1,1,0,0.5155,2000,-999.9948,13.037,0.281,13.355
3,4,10,1,0,0.5167,2000,-999.9967,13.105,0.303,13.436
3,4,100,1,0,0.5132,2000,-999.9958,12.856,0.386,13.353
3,4,1000,1,0,0.5196,2000,-999.9966,12.82,0.316,13.25
3,4,10000,1,0,0.517,2000,-999.9971,12.889,0.247,13.153
3,4,1,0.1,0,0.0231,1969.6,-705.0804,12.745,0.282,13.047
3,4,10,0.1,0,0.0222,1971.1,-703.4646,12.51,0.304,12.923
3,4,100,0.1,0,0.0231,1969,-704.1012,12.568,0.333,13.026
3,4,1000,0.1,0,0.0227,1969.8,-701.8744,7.478,0.216,7.731
3,4,10000,0.1,0,0.0238,1970.2,-703.9564,7.368,0.219,7.64
3,4,1,0.01,2e-04,0.0019,177.3,-40.5765,1.669,0.011,1.692
3,4,10,0.01,0,0.0018,173.5,-42.9468,1.611,0.013,1.636
3,4,100,0.01,0,0.0014,175.6,-41.4432,1.604,0.023,1.658
3,4,1000,0.01,0,0.0014,175.6,-42.3913,1.644,0.003,1.662
3,4,10000,0.01,0,0.0018,178.8,-42.8945,1.643,0.032,1.694
3,4,1,0.001,0.0029,0.0039,184.3,-107.4554,1.74,0.009,1.765
3,4,10,0.001,0.001,0.0033,72.4,-276.3996,1.06,0.003,1.074
3,4,100,0.001,0,0.0035,56,-368.4006,0.988,0.005,1.011
3,4,1000,0.001,0,0.0036,56.5,-403.3527,0.994,0.005,1.007
3,4,10000,0.001,0,0.0032,58.4,-379.5431,0.989,0.003,1.063
3,4,1,1e-04,0.005,0.0056,604.6,-378.4992,3.069,0.053,3.171
3,4,10,1e-04,0.0036,0.0047,174.1,-1037.8983,1.621,0.005,1.719
3,4,100,1e-04,0.0013,0.0033,64.4,-2787.893,1.018,0,1.041
3,4,1000,1e-04,0,0.0041,44.7,-5323.3237,0.978,0.001,0.997
3,4,10000,1e-04,0,0.0043,46.3,-4962.5378,0.943,0.005,0.949
3,5,1,1,0,0.5145,2000,-999.9978,12.704,0.212,12.937
3,5,10,1,0,0.5134,2000,-999.9984,12.921,0.216,13.142
3,5,100,1,0,0.5186,2000,-999.9977,12.921,0.287,13.246
3,5,1000,1,0,0.5158,2000,-999.9984,12.88,0.225,13.151
3,5,10000,1,0,0.5182,2000,-999.9973,12.928,0.203,13.142
3,5,1,0.1,0,0.0646,1954.9,-698.7551,12.616,0.167,12.789
3,5,10,0.1,0,0.0544,1955.6,-696.426,12.434,0.225,12.698
3,5,100,0.1,0,0.059,1959.3,-700.7372,12.421,0.245,12.712
3,5,1000,0.1,0,0.0571,1958,-698.9621,9.699,0.219,9.922
3,5,10000,0.1,0,0.0573,1957.9,-696.3021,9.669,0.185,9.87
3,5,1,0.01,0.0057,0.0174,370.9,-161.0716,2.894,0,2.894
3,5,10,0.01,0,0.0137,324.1,-251.0007,2.682,0.007,2.691
3,5,100,0.01,0,0.0145,315,-240.1334,2.625,0.009,2.635
3,5,1000,0.01,0,0.0147,310.9,-241.3134,2.6,0.017,2.622
3,5,10000,0.01,0,0.0142,319.3,-250.5462,2.607,0.018,2.629
3,5,1,0.001,0.0357,0.0404,519.8,-380.9837,3.825,0.071,3.914
3,5,10,0.001,0.0189,0.0294,286.5,-1861.82,2.47,0,2.468
3,5,100,0.001,0.0032,0.0224,188.3,-6201.9786,2.1,0.004,2.104
3,5,1000,0.001,0,0.0222,193.9,-9685.7135,2.293,0.006,2.297
3,5,10000,0.001,0,0.0229,190.8,-9392.9594,2.291,0.006,2.301
3,5,1,1e-04,0.0562,0.061,1098.9,-810.4004,6.073,0.09,6.174
3,5,10,1e-04,0.0398,0.0446,510.3,-3835.8171,3.583,0.072,3.657
3,5,100,1e-04,0.0301,0.0399,283.8,-21500.9986,2.478,0.002,2.485
3,5,1000,1e-04,0.0182,0.0372,206.3,-128691.1106,2.237,0.008,2.246
3,5,10000,1e-04,0.0025,0.0299,170.5,-479570.1575,2.728,0,2.728
3,6,1,1,0,0.5172,2000,-999.9984,12.77,0.184,12.966
3,6,10,1,0,0.5148,2000,-999.9973,12.924,0.236,13.183
3,6,100,1,0,0.5174,2000,-999.9977,12.719,0.28,13.047
3,6,1000,1,0,0.5135,2000,-999.9963,12.693,0.225,12.952
3,6,10000,1,0,0.5154,2000,-999.9962,12.849,0.226,13.098
3,6,1,0.1,0,0.0565,1963,-655.2673,12.625,0.135,12.77
3,6,10,0.1,0,0.0548,1963.9,-651.1938,12.603,0.215,12.873
3,6,100,0.1,0,0.0584,1966.1,-654.2529,12.463,0.186,12.686
3,6,1000,0.1,0,0.0538,1965.3,-654.4758,7.516,0.197,7.765
3,6,10000,0.1,0,0.0552,1960.7,-653.4843,7.541,0.095,7.643
3,6,1,0.01,0,0.0013,165.4,-39.9383,1.592,0.004,1.62
3,6,10,0.01,0,0.0011,151.9,-44.042,1.511,0.008,1.537
3,6,100,0.01,0,8e-04,155.1,-43.0447,1.516,0.001,1.525
3,6,1000,0.01,0,0.0015,152.6,-44.8859,1.498,0.006,1.528
3,6,10000,0.01,0,0.0013,151.9,-44.7076,1.509,0.012,1.535
3,6,1,0.001,0.0021,0.0033,195.6,-115.8001,1.813,0.006,1.832
3,6,10,0.001,6e-04,0.0025,71.8,-288.7374,1.04,0,1.071
3,6,100,0.001,0,0.0039,54,-442.1202,0.953,0.006,0.969
3,6,1000,0.001,0,0.0033,54.6,-421.1428,0.973,0.006,0.982
3,6,10000,0.001,0,0.0029,53.3,-390.8154,0.959,0.003,0.978
3,6,1,1e-04,0.0038,0.0042,656.7,-411.1004,3.424,0.032,3.455
3,6,10,1e-04,0.0027,0.0036,182.9,-1088.1904,1.663,0.003,1.686
3,6,100,1e-04,0.0012,0.0033,68.2,-3030.7809,1.058,0,1.082
3,6,1000,1e-04,0,0.0049,44.3,-6349.9383,1.008,0,1.015
3,6,10000,1e-04,0,0.0045,44.7,-6585.8027,0.974,0.002,0.984
3,7,1,1,0,0.5188,2000,-999.9333,12.834,0.168,13.037
3,7,10,1,0,0.5161,2000,-999.9283,13.069,0.193,13.359
3,7,100,1,0,0.5156,2000,-999.951,12.952,0.213,13.341
3,7,1000,1,0,0.5136,2000,-999.948,12.926,0.196,13.286
3,7,10000,1,0,0.5104,2000,-999.9399,13.027,0.139,13.193
3,7,1,0.1,0,0.1156,1889.3,-596.4829,12.469,0.105,12.599
3,7,10,0.1,0,0.1016,1892,-592.9194,12.435,0.246,12.826
3,7,100,0.1,0,0.1008,1886.3,-589.7538,12.345,0.207,12.688
3,7,1000,0.1,0,0.1023,1893.1,-594.1978,8.129,0.091,8.243
3,7,10000,0.1,0,0.1006,1894.6,-596.5116,8.069,0.167,8.272
3,7,1,0.01,0.0012,0.0054,219.4,-69.0747,1.934,0,1.948
3,7,10,0.01,0,0.0045,197.3,-80.9264,1.843,0.003,1.858
3,7,100,0.01,0,0.0044,198.9,-83.8198,1.84,0,1.854
3,7,1000,0.01,0,0.0051,199.5,-86.4011,1.835,0.003,1.848
3,7,10000,0.01,0,0.0044,201.9,-84.5703,1.812,0.012,1.844
3,7,1,0.001,0.0093,0.0114,298,-189.9009,2.458,0.002,2.478
3,7,10,0.001,0.004,0.0084,122.8,-604.876,1.403,0,1.414
3,7,100,0.001,2e-04,0.0075,86.7,-1339.1882,1.295,0,1.318
3,7,1000,0.001,0,0.0087,89.5,-1525.8981,1.289,0,1.318
3,7,10000,0.001,0,0.0084,86.9,-1538.3348,1.272,0.001,1.286
3,7,1,1e-04,0.0208,0.023,844,-563.068,4.153,0.058,4.235
3,7,10,1e-04,0.0111,0.0134,284.1,-1862.9525,2.103,0.001,2.116
3,7,100,1e-04,0.0057,0.0101,117.8,-6829.5702,1.381,0,1.386
3,7,1000,1e-04,0.0022,0.0126,80.3,-28691.5776,1.286,0.005,1.295
3,7,10000,1e-04,0,0.0136,69.9,-50793.1962,1.263,0,1.267
3,8,1,1,0,0.5148,2000,-999.9996,12.929,0.202,13.169
3,8,10,1,0,0.5184,2000,-999.9996,12.943,0.209,13.372
3,8,100,1,0,0.5154,2000,-999.9996,12.793,0.219,13.268
3,8,1000,1,0,0.5145,2000,-999.9996,12.744,0.235,13.228
3,8,10000,1,0,0.5167,2000,-999.9996,13.052,0.243,13.396
3,8,1,0.1,0,0.0838,1983,-751.1073,12.769,0.096,12.892
3,8,10,0.1,0,0.081,1981.6,-748.5706,12.671,0.161,13.063
3,8,100,0.1,0,0.0844,1983.6,-750.1603,12.571,0.225,13.079
3,8,1000,0.1,0,0.081,1980.2,-751.3965,9.268,0.092,9.389
3,8,10000,0.1,0,0.0827,1980.3,-748.1075,8.993,0.193,9.256
3,8,1,0.01,0.005,0.0165,356.8,-142.0543,2.781,0.014,2.835
3,8,10,0.01,0,0.0131,328.5,-195.6493,2.703,0.005,2.713
3,8,100,0.01,0,0.0141,328.7,-193.4776,2.667,0.003,2.709
3,8,1000,0.01,0,0.0137,330.2,-191.2545,2.713,0.014,2.747
3,8,10000,0.01,0,0.0147,322.3,-191.4569,2.625,0.006,2.681
3,8,1,0.001,0.0236,0.0272,443.9,-310.2194,3.503,0.017,3.532
3,8,10,0.001,0.0132,0.0216,221.6,-1363.7523,2.113,0.003,2.121
3,8,100,0.001,0.0019,0.0198,173.8,-4554.2397,2.011,0.003,2.039
3,8,1000,0.001,0,0.0187,177,-5383.097,2.016,0.002,2.052
3,8,10000,0.001,0,0.0202,175.2,-5275.8712,2.002,0.003,2.032
3,8,1,1e-04,0.0418,0.0468,1008.7,-723.7649,5.349,0.064,5.416
3,8,10,1e-04,0.0248,0.0289,425.6,-3065.4916,2.999,0.008,3.009
3,8,100,1e-04,0.02,0.0276,225,-15989.1176,1.871,0,1.877
3,8,1000,1e-04,0.0112,0.0262,160.4,-90620.0454,1.808,0.001,1.81
3,8,10000,1e-04,0.0017,0.0273,153.8,-326129.7357,2.161,0.002,2.164
3,9,1,1,0,0.5163,2000,-999.9963,13.013,0.189,13.252
3,9,10,1,0,0.5144,2000,-999.996,13.069,0.214,13.312
3,9,100,1,0,0.5194,2000,-999.9962,12.815,0.154,13.106
3,9,1000,1,0,0.5174,2000,-999.9943,12.831,0.128,13.063
3,9,10000,1,0,0.52,2000,-999.9948,13.077,0.174,13.295
3,9,1,0.1,0,0.0705,1953.8,-656.3498,12.692,0.153,12.882
3,9,10,0.1,0,0.0666,1950.7,-650.938,12.425,0.159,12.707
3,9,100,0.1,0,0.0723,1954.2,-656.8978,12.519,0.264,12.907
3,9,1000,0.1,0,0.0698,1954,-655.8896,8.131,0.119,8.291
3,9,10000,0.1,0,0.0703,1951.7,-653.4887,8.092,0.119,8.22
3,9,1,0.01,0.0036,0.0116,238.7,-83.9268,2.031,0.01,2.064
3,9,10,0.01,0,0.0089,218.4,-105.1723,1.94,0.001,1.958
3,9,100,0.01,0,0.0099,235.2,-118.9682,2.055,0,2.065
3,9,1000,0.01,0,0.0092,225.3,-108.2298,1.971,0.002,1.976
3,9,10000,0.01,0,0.0094,226.5,-114.62,1.978,0.003,1.985
3,9,1,0.001,0.0132,0.0152,265.5,-175.863,2.286,0.003,2.292
3,9,10,0.001,0.0076,0.0132,128.6,-730.2234,1.42,0.002,1.435
3,9,100,0.001,0.0011,0.014,111.9,-2345.9081,1.45,0.002,1.466
3,9,1000,0.001,0,0.0151,114.5,-2743.4223,1.454,0.004,1.475
3,9,10000,0.001,0,0.0154,113.3,-2513.1603,1.459,0,1.457
3,9,1,1e-04,0.0152,0.016,745.7,-488.8013,3.922,0.01,3.934
3,9,10,1e-04,0.013,0.0151,251.9,-1705.8441,2.149,0.006,2.158
3,9,100,1e-04,0.0086,0.0134,121,-7670.7556,1.349,0.003,1.36
3,9,1000,1e-04,0.0056,0.0185,91.2,-40822.7062,1.31,0,1.316
3,9,10000,1e-04,2e-04,0.0213,87.5,-103513.1029,1.256,0,1.26
4,5,1,1,0,0.5201,2000,-999.9964,13.095,0.168,13.321
4,5,10,1,0,0.5129,2000,-999.9946,12.981,0.217,13.246
4,5,100,1,0,0.5152,2000,-999.9952,12.835,0.237,13.201
4,5,1000,1,0,0.5194,2000,-999.9938,12.781,0.164,13.089
4,5,10000,1,0,0.5145,2000,-999.9914,12.892,0.18,13.173
4,5,1,0.1,0,0.0458,1946.6,-683.0683,12.563,0.162,12.779
4,5,10,0.1,0,0.0386,1944.2,-683.3733,12.368,0.112,12.616
4,5,100,0.1,0,0.0401,1948.2,-686.8859,12.559,0.153,12.861
4,5,1000,0.1,0,0.0481,1946,-681.5432,7.88,0.08,8.001
4,5,10000,0.1,0,0.0418,1947.8,-685.5576,7.851,0.103,7.962
4,5,1,0.01,3e-04,0.0033,215,-59.719,1.942,0.002,1.969
4,5,10,0.01,0,0.0027,200.4,-67.731,1.821,0,1.834
4,5,100,0.01,0,0.0026,194.7,-67.5235,1.795,0,1.808
4,5,1000,0.01,0,0.003,197.1,-64.3116,1.799,0.014,1.83
4,5,10000,0.01,0,0.0029,196.9,-67.6805,1.816,0.003,1.837
4,5,1,0.001,0.0058,0.0071,260.2,-160.0758,2.268,0.003,2.289
4,5,10,0.001,0.0018,0.005,100.9,-446.8439,1.279,0.001,1.292
4,5,100,0.001,0,0.0057,75.1,-891.7742,1.155,0,1.166
4,5,1000,0.001,0,0.0055,74.2,-810.7341,1.153,0,1.161
4,5,10000,0.001,0,0.0053,73,-817.3793,1.135,0.001,1.147
4,5,1,1e-04,0.0088,0.0092,797.3,-516.1598,3.946,0.02,3.968
4,5,10,1e-04,0.0054,0.0066,241.2,-1505.3028,1.915,0.004,1.924
4,5,100,1e-04,0.0031,0.0081,94.7,-5055.5709,1.15,0,1.156
4,5,1000,1e-04,5e-04,0.008,62.6,-14517.5629,1.119,0,1.122
4,5,10000,1e-04,0,0.0088,56.3,-17674.7012,1.057,0.002,1.066
4,6,1,1,0,0.5103,2000,-999.9907,12.914,0.187,13.139
4,6,10,1,0,0.5144,2000,-999.9953,12.97,0.147,13.187
4,6,100,1,0,0.5147,2000,-999.9952,12.848,0.129,13.056
4,6,1000,1,0,0.5156,2000,-999.9932,12.758,0.167,12.991
4,6,10000,1,0,0.5161,2000,-999.9917,12.963,0.21,13.213
4,6,1,0.1,0,0.0566,1960.2,-653.4543,12.714,0.109,12.867
4,6,10,0.1,0,0.0567,1957.9,-654.7241,12.596,0.162,12.814
4,6,100,0.1,0,0.058,1955.6,-652.5918,12.381,0.209,12.648
4,6,1000,0.1,0,0.0572,1955.4,-652.5458,7.612,0.144,7.767
4,6,10000,0.1,0,0.055,1956.5,-653.6817,7.606,0.083,7.694
4,6,1,0.01,9e-04,0.0039,199,-51.4087,1.779,0,1.781
4,6,10,0.01,0,0.0031,184,-64.9766,1.672,0.003,1.679
4,6,100,0.01,0,0.0027,183.1,-59.2812,1.656,0.002,1.664
4,6,1000,0.01,0,0.0044,192.4,-65.7562,1.699,0.003,1.702
4,6,10000,0.01,0,0.0036,184.1,-62.6244,1.665,0,1.664
4,6,1,0.001,0.0067,0.0083,211.2,-131.4039,1.878,0.012,1.89
4,6,10,0.001,0.0029,0.0072,93.2,-438.872,1.165,0.001,1.17
4,6,100,0.001,1e-04,0.0067,74.8,-1001.0341,1.119,0,1.128
4,6,1000,0.001,0,0.0073,74.6,-989.7756,1.109,0,1.116
4,6,10000,0.001,0,0.0071,77.9,-1071.718,1.14,0,1.141
4,6,1,1e-04,0.0106,0.011,624.7,-401.8809,3.309,0.005,3.315
4,6,10,1e-04,0.0078,0.0091,197.1,-1257.4407,1.747,0.006,1.756
4,6,100,1e-04,0.0035,0.0062,85.1,-4453.9933,1.108,0,1.108
4,6,1000,1e-04,0.0011,0.0077,58.9,-15149.4499,1.056,0,1.058
4,6,10000,1e-04,0,0.0093,55.2,-19911.8593,1.026,0,1.028
4,7,1,1,0,0.5123,2000,-999.9301,12.708,0.189,12.9
4,7,10,1,0,0.5142,2000,-999.9336,12.997,0.129,13.153
4,7,100,1,0,0.515,2000,-999.9263,12.941,0.183,13.242
4,7,1000,1,0,0.517,2000,-999.9505,12.954,0.153,13.23
4,7,10000,1,0,0.5132,2000,-999.9288,12.88,0.186,13.071
4,7,1,0.1,0,0.1123,1888.3,-599.7031,12.37,0.15,12.625
4,7,10,0.1,0,0.1036,1887.9,-599.1751,12.37,0.124,12.606
4,7,100,0.1,0,0.1016,1889.5,-597.2435,12.427,0.189,12.741
4,7,1000,0.1,0,0.1052,1883.7,-598.9734,8.026,0.108,8.141
4,7,10000,0.1,0,0.1048,1890.6,-599.231,8.038,0.09,8.135
4,7,1,0.01,0.0025,0.0068,235.7,-82.0677,2.059,0,2.068
4,7,10,0.01,2e-04,0.0079,221.2,-121.1497,1.965,0,1.968
4,7,100,0.01,0,0.0059,219.8,-122.9935,1.952,0,1.953
4,7,1000,0.01,0,0.0068,221.4,-117.2936,1.94,0.003,1.946
4,7,10000,0.01,0,0.0063,225.7,-123.4563,1.968,0,1.971
4,7,1,0.001,0.01,0.012,283.1,-184.3178,2.388,0.004,2.393
4,7,10,0.001,0.0057,0.01,126.4,-687.5538,1.413,0,1.422
