"A","B","C","sigma","error","cross","SVs","obj.fun","t.user","t.sys","t.elapsed"
4,7,100,0.001,5e-04,0.0092,88.6,-1635.7297,1.274,0,1.274
4,7,1000,0.001,0,0.0103,95.8,-2337.5727,1.331,0,1.333
4,7,10000,0.001,0,0.0107,94.9,-2497.7424,1.314,0,1.315
4,7,1,1e-04,0.019,0.0208,783.8,-520.1785,3.951,0.003,3.956
4,7,10,1e-04,0.0112,0.0125,267.8,-1777.0232,2.024,0,2.027
4,7,100,1e-04,0.0069,0.0106,117.7,-7087.7562,1.288,0,1.29
4,7,1000,1e-04,0.0033,0.013,78.2,-30666.9077,1.179,0,1.183
4,7,10000,1e-04,2e-04,0.0168,76.4,-82387.0842,1.171,0,1.172
4,8,1,1,0,0.5192,2000,-999.9973,12.634,0.351,13.015
4,8,10,1,0,0.5133,2000,-999.9957,12.731,0.398,13.155
4,8,100,1,0,0.5165,2000,-999.9953,12.997,0.361,13.367
4,8,1000,1,0,0.5144,2000,-999.9964,13.011,0.342,13.359
4,8,10000,1,0,0.5198,2000,-999.998,12.842,0.34,13.2
4,8,1,0.1,0,0.0996,1973.4,-744.4409,12.622,0.39,13.038
4,8,10,0.1,0,0.0896,1969.2,-742.2854,12.633,0.391,13.041
4,8,100,0.1,0,0.08,1969.8,-740.7784,12.835,0.418,13.273
4,8,1000,0.1,0,0.0867,1972.5,-741.5315,8.198,0.271,8.505
4,8,10000,0.1,0,0.0815,1974.4,-743.7212,8.197,0.297,8.517
4,8,1,0.01,4e-04,0.0045,260.9,-77.6447,2.222,0.025,2.264
4,8,10,0.01,0,0.0031,236.4,-88.3174,2.018,0.041,2.078
4,8,100,0.01,0,0.0046,237.1,-89.0637,2.043,0.028,2.075
4,8,1000,0.01,0,0.0047,239.9,-94.7512,2.065,0.021,2.104
4,8,10000,0.01,0,0.0037,245.6,-94.5926,2.097,0.028,2.142
4,8,1,0.001,0.0094,0.0124,312.2,-200.0447,2.557,0.03,2.611
4,8,10,0.001,0.0027,0.0072,132,-660.1857,1.464,0.015,1.499
4,8,100,0.001,0,0.0083,93.9,-1437.3311,1.337,0.011,1.364
4,8,1000,0.001,0,0.0088,96.1,-1447.4089,1.361,0.023,1.397
4,8,10000,0.001,0,0.0083,99.7,-1581.4883,1.385,0.015,1.415
4,8,1,1e-04,0.0205,0.022,848.1,-570.3965,4.351,0.032,4.389
4,8,10,1e-04,0.0126,0.0148,297.3,-1974.9965,2.293,0.025,2.335
4,8,100,1e-04,0.0065,0.0108,127.2,-7484.3363,1.423,0.023,1.452
4,8,1000,1e-04,0.0021,0.0124,79.1,-26444.7066,1.298,0.015,1.313
4,8,10000,1e-04,0,0.0149,74.4,-49295.5056,1.296,0.013,1.316
4,9,1,1,0,0.5167,2000,-999.9927,12.993,0.26,13.381
4,9,10,1,0,0.5169,2000,-999.991,12.796,0.259,13.186
4,9,100,1,0,0.5124,2000,-999.9918,13.138,0.258,13.419
4,9,1000,1,0,0.5192,2000,-999.9935,13.046,0.329,13.442
4,9,10000,1,0,0.5174,2000,-999.9944,12.999,0.268,13.402
4,9,1,0.1,0,0.0874,1949.3,-680.9928,12.454,0.291,12.897
4,9,10,0.1,0,0.0816,1950,-679.239,12.599,0.422,13.033
4,9,100,0.1,0,0.0853,1947.9,-679.7445,12.657,0.252,12.919
4,9,1000,0.1,0,0.0838,1955.9,-685.7305,9.456,0.298,9.832
4,9,10000,0.1,0,0.0848,1952,-682.6871,9.597,0.259,9.868
4,9,1,0.01,0.0059,0.0146,370.8,-153.6783,2.978,0.097,3.079
4,9,10,0.01,0,0.0146,309.7,-244.1212,2.606,0.024,2.66
4,9,100,0.01,0,0.0154,317.6,-251.3456,2.608,0.047,2.678
4,9,1000,0.01,0,0.0154,314.7,-247.6718,2.632,0.034,2.678
4,9,10000,0.01,0,0.0148,314.1,-241.1024,2.653,0.023,2.675
4,9,1,0.001,0.0242,0.0273,503.4,-346.3688,3.922,0.062,3.989
4,9,10,0.001,0.0151,0.0216,241.6,-1514.7767,2.189,0.013,2.223
4,9,100,0.001,0.0027,0.0207,169.5,-5211.7396,1.91,0.021,1.945
4,9,1000,0.001,0,0.0217,165.1,-7253.3556,1.977,0.016,2.002
4,9,10000,0.001,0,0.0234,157.8,-7341.5098,1.966,0.015,1.98
4,9,1,1e-04,0.0405,0.0468,1219.7,-863.9255,6.285,0.188,6.473
4,9,10,1e-04,0.0271,0.03,479,-3389.9643,3.336,0.028,3.371
4,9,100,1e-04,0.0197,0.0257,232.6,-16463.349,2.18,0.016,2.203
4,9,1000,1e-04,0.014,0.0268,164.9,-96884.9931,1.988,0.009,2.005
4,9,10000,1e-04,0.0024,0.0298,141,-369897.819,2.271,0.01,2.288
5,6,1,1,0,0.5164,2000,-999.9965,12.735,0.26,13.104
5,6,10,1,0,0.5157,2000,-999.9947,12.94,0.223,13.256
5,6,100,1,0,0.5088,2000,-999.9961,13.071,0.176,13.257
5,6,1000,1,0,0.5159,2000,-999.9958,13.055,0.238,13.299
5,6,10000,1,0,0.5174,2000,-999.9963,12.9,0.204,13.226
5,6,1,0.1,0,0.038,1940.6,-639.7727,12.483,0.386,12.997
5,6,10,0.1,0,0.0393,1940.1,-641.7136,12.522,0.298,12.842
5,6,100,0.1,0,0.039,1941.4,-641.4398,12.826,0.337,13.169
5,6,1000,0.1,0,0.0371,1938,-639.9974,8.346,0.283,8.632
5,6,10000,0.1,0,0.0382,1940.3,-642.9944,8.257,0.271,8.565
5,6,1,0.01,0.0025,0.0086,242.6,-95.4401,2.071,0.011,2.104
5,6,10,0.01,0,0.0092,214.3,-140.0714,1.958,0.025,1.984
5,6,100,0.01,0,0.0076,210.5,-131.7576,1.893,0.007,1.932
5,6,1000,0.01,0,0.0084,209,-140.7947,1.898,0.007,1.933
5,6,10000,0.01,0,0.0084,208.3,-137.1026,1.934,0.007,1.942
5,6,1,0.001,0.012,0.0142,330.8,-222.3697,2.701,0.019,2.726
5,6,10,0.001,0.0073,0.0124,148.8,-861.4132,1.545,0.004,1.571
5,6,100,0.001,0.0017,0.014,110.8,-2802.3602,1.516,0.011,1.53
5,6,1000,0.001,0,0.0148,110.7,-3537.5579,1.47,0.003,1.48
5,6,10000,0.001,0,0.0148,110.7,-3557.7827,1.48,0.003,1.484
5,6,1,1e-04,0.0164,0.018,908.5,-610.5335,4.716,0.029,4.764
5,6,10,1e-04,0.0126,0.015,317.2,-2170.5835,2.413,0.006,2.426
5,6,100,1e-04,0.0107,0.0156,148.5,-9792.2141,1.575,0.003,1.58
5,6,1000,1e-04,0.0055,0.0171,91,-43006.4519,1.403,0.004,1.41
5,6,10000,1e-04,6e-04,0.0206,86.4,-126277.2646,1.49,0,1.493
5,7,1,1,0,0.5194,2000,-999.9313,12.71,0.171,13.145
5,7,10,1,0,0.5163,2000,-999.9441,12.961,0.205,13.325
5,7,100,1,0,0.5148,2000,-999.9394,12.899,0.225,13.225
5,7,1000,1,0,0.5172,2000,-999.9445,13.107,0.22,13.413
5,7,10000,1,0,0.5207,2000,-999.9378,12.958,0.225,13.348
5,7,1,0.1,0,0.0966,1870.1,-577.7116,12.523,0.236,12.943
5,7,10,0.1,0,0.0902,1870.4,-579.9586,12.663,0.219,12.936
5,7,100,0.1,0,0.088,1872.1,-580.0975,12.609,0.253,12.958
5,7,1000,0.1,0,0.0922,1872,-583.2377,7.643,0.16,7.862
5,7,10000,0.1,0,0.088,1870.5,-578.775,7.725,0.177,7.971
5,7,1,0.01,4e-04,0.0022,193.8,-56.1184,1.806,0.003,1.821
5,7,10,0.01,0,0.0023,176.5,-64.4398,1.666,0.005,1.679
5,7,100,0.01,0,0.0024,176.1,-63.5683,1.686,0,1.689
5,7,1000,0.01,0,0.002,171.9,-63.5957,1.64,0.004,1.669
5,7,10000,0.01,0,0.002,170.9,-64.1594,1.642,0,1.645
5,7,1,0.001,0.0033,0.0049,258.6,-158.5367,2.267,0.003,2.271
5,7,10,0.001,0.0016,0.0039,96.7,-444.2853,1.263,0.004,1.326
5,7,100,0.001,0,0.0054,71.5,-796.3425,1.18,0.002,1.181
5,7,1000,0.001,0,0.0057,70.6,-898.9819,1.186,0,1.187
5,7,10000,0.001,0,0.0063,71.4,-896.893,1.164,0.001,1.221
5,7,1,1e-04,0.008,0.01,797.1,-517.0676,3.931,0.042,4.033
5,7,10,1e-04,0.0042,0.0055,251.9,-1566.374,1.8,0.002,1.801
5,7,100,1e-04,0.0025,0.005,97.1,-4926.1729,1.114,0.001,1.12
5,7,1000,1e-04,3e-04,0.0079,55.9,-12082.2496,0.99,0,0.989
5,7,10000,1e-04,0,0.007,54.4,-14309.0226,0.968,0,0.969
5,8,1,1,0,0.5188,2000,-999.9982,12.869,0.217,13.107
5,8,10,1,0,0.5127,2000,-999.9985,12.858,0.157,13.037
5,8,100,1,0,0.5202,2000,-999.9978,13.001,0.122,13.134
5,8,1000,1,0,0.5156,2000,-999.9982,12.978,0.165,13.153
5,8,10000,1,0,0.5122,2000,-999.998,12.855,0.115,13.009
5,8,1,0.1,0,0.1138,1955.2,-732.6318,12.735,0.272,13.028
5,8,10,0.1,0,0.1044,1957.9,-732.4845,12.682,0.246,12.937
5,8,100,0.1,0,0.0984,1960.1,-732.7901,12.727,0.163,12.908
5,8,1000,0.1,0,0.103,1964.3,-737.1648,9.493,0.153,9.65
5,8,10000,0.1,0,0.1112,1958.1,-731.5931,9.448,0.243,9.698
5,8,1,0.01,0.003,0.0107,382.2,-141.945,2.965,0.005,3.03
5,8,10,0.01,0,0.0102,342.2,-189.5606,2.752,0.011,2.769
5,8,100,0.01,0,0.0099,336,-188.3801,2.719,0.003,2.728
5,8,1000,0.01,0,0.0102,338.3,-185.872,2.739,0.006,2.767
5,8,10000,0.01,0,0.0098,338,-188.9064,2.749,0,2.753
5,8,1,0.001,0.0269,0.0313,505.3,-351.871,3.935,0.005,4.062
5,8,10,0.001,0.0126,0.0205,247,-1460.0637,2.258,0,2.388
5,8,100,0.001,6e-04,0.0155,179.6,-4057.6047,2.01,0,2.132
5,8,1000,0.001,0,0.0168,172.6,-5014.3694,2.032,0,2.15
5,8,10000,0.001,0,0.0155,170.5,-4672.7476,2.057,0,2.059
5,8,1,1e-04,0.0468,0.0513,1206.3,-856.0103,6.206,0.023,6.306
5,8,10,1e-04,0.03,0.0337,482.6,-3472.186,3.355,0,3.357
5,8,100,1e-04,0.0236,0.0326,254.5,-18221.2877,2.138,0,2.136
5,8,1000,1e-04,0.0124,0.029,173.2,-98765.542,1.986,0.003,1.989
5,8,10000,1e-04,0.0011,0.0257,157.9,-336946.2066,2.539,0,2.539
5,9,1,1,0,0.5154,2000,-999.9944,12.758,0.121,12.902
5,9,10,1,0,0.5164,2000,-999.9964,12.873,0.181,13.083
5,9,100,1,0,0.5169,2000,-999.9953,12.948,0.206,13.171
5,9,1000,1,0,0.5148,2000,-999.9925,12.881,0.128,13.01
5,9,10000,1,0,0.5164,2000,-999.992,12.765,0.134,12.929
5,9,1,0.1,0,0.0498,1929.5,-642.2381,12.5,0.279,12.804
5,9,10,0.1,0,0.0491,1934,-641.1649,12.628,0.159,12.801
5,9,100,0.1,0,0.0452,1926,-638.7558,12.462,0.114,12.592
5,9,1000,0.1,0,0.0496,1931.9,-638.3327,8.123,0.121,8.254
5,9,10000,0.1,0,0.05,1927.9,-642.8183,7.971,0.187,8.176
5,9,1,0.01,0.0013,0.0055,228.5,-79.4305,1.987,0.011,2.01
5,9,10,0.01,0,0.006,206.3,-104.5115,1.833,0.003,1.849
5,9,100,0.01,0,0.0057,204.6,-101.4174,1.848,0,1.86
5,9,1000,0.01,0,0.0056,198.4,-99.5646,1.818,0.002,1.822
5,9,10000,0.01,0,0.0058,206.8,-101.5789,1.848,0.006,1.863
5,9,1,0.001,0.0075,0.0087,287.3,-183.4895,2.384,0.006,2.393
5,9,10,0.001,0.0041,0.0086,119.8,-611.7401,1.375,0,1.4
5,9,100,0.001,2e-04,0.0097,91.6,-1660.8913,1.282,0.001,1.301
5,9,1000,0.001,0,0.01,92,-1751.355,1.281,0.001,1.307
5,9,10000,0.001,0,0.0085,88.2,-1446.3384,1.296,0,1.3
5,9,1,1e-04,0.0132,0.015,848.3,-557.0792,4.31,0.028,4.364
5,9,10,1e-04,0.0101,0.0118,277,-1829.9895,2.183,0.003,2.196
5,9,100,1e-04,0.0061,0.0102,115.9,-6898.68,1.379,0,1.391
5,9,1000,1e-04,0.0021,0.0127,74.2,-25567.1874,1.284,0,1.297
5,9,10000,1e-04,0,0.0149,68.2,-45384.1872,1.306,0.001,1.321
6,7,1,1,0,0.5122,2000,-999.9478,12.797,0.184,13.09
6,7,10,1,0,0.5168,2000,-999.9269,12.881,0.169,13.151
6,7,100,1,0,0.5089,2000,-999.9224,13.007,0.075,13.115
6,7,1000,1,0,0.5152,2000,-999.9484,12.998,0.192,13.233
6,7,10000,1,0,0.5158,2000,-999.9507,12.647,0.141,12.937
6,7,1,0.1,0,0.0714,1878.8,-556.5612,12.402,0.21,12.742
6,7,10,0.1,0,0.0696,1878.7,-557.3808,12.664,0.157,12.857
6,7,100,0.1,0,0.0698,1882.8,-557.6649,12.527,0.158,12.712
6,7,1000,0.1,0,0.069,1879,-555.9863,7.122,0.129,7.258
6,7,10000,0.1,0,0.0712,1877.9,-555.9444,7.045,0.164,7.241
6,7,1,0.01,0,4e-04,129.6,-24.6714,1.35,0.005,1.359
6,7,10,0.01,0,4e-04,128,-26.2494,1.291,0,1.299
6,7,100,0.01,0,3e-04,123.5,-25.5785,1.289,0.005,1.304
6,7,1000,0.01,0,4e-04,124.4,-26.305,1.321,0,1.327
6,7,10000,0.01,0,5e-04,127.6,-25.4063,1.307,0.001,1.323
6,7,1,0.001,1e-04,4e-04,120,-64.9786,1.303,0.007,1.319
6,7,10,0.001,0,6e-04,45,-129.3582,0.865,0.002,0.873
6,7,100,0.001,0,0.0013,38.8,-163.1701,0.807,0,0.818
6,7,1000,0.001,0,0.001,38.1,-152.1212,0.803,0.003,0.815
6,7,10000,0.001,0,6e-04,39.1,-137.8046,0.822,0,0.834
6,7,1,1e-04,0.0014,0.0017,423.7,-256.775,2.367,0.008,2.387
6,7,10,1e-04,8e-04,0.001,107.4,-592.8246,1.228,0.008,1.245
6,7,100,1e-04,1e-04,9e-04,38.8,-1238.2844,0.824,0,0.832
6,7,1000,1e-04,0,0.001,31.5,-1509.0647,0.821,0,0.822
6,7,10000,1e-04,0,0.001,30.8,-1500.9483,0.773,0,0.776
6,8,1,1,0,0.5122,2000,-999.9969,12.574,0.132,12.778
6,8,10,1,0,0.5167,2000,-999.9968,12.88,0.1,13.064
6,8,100,1,0,0.5192,2000,-999.9966,12.945,0.162,13.126
6,8,1000,1,0,0.5174,2000,-999.9979,13.049,0.15,13.22
6,8,10000,1,0,0.5183,2000,-999.9969,12.741,0.16,13.006
6,8,1,0.1,0,0.091,1968.1,-684.9564,12.737,0.17,13.002
6,8,10,0.1,0,0.0832,1965.7,-685.4754,12.855,0.217,13.088
6,8,100,0.1,0,0.0854,1967.3,-685.4493,12.723,0.089,12.827
6,8,1000,0.1,0,0.0826,1963.9,-685.5313,7.846,0.134,8.029
6,8,10000,0.1,0,0.0836,1966.5,-684.3077,7.92,0.086,8.029
6,8,1,0.01,7e-04,0.004,221.8,-72.1965,1.94,0,1.963
6,8,10,0.01,0,0.0045,196.7,-86.4182,1.774,0.001,1.793
6,8,100,0.01,0,0.0041,203.7,-88.3498,1.849,0,1.869
6,8,1000,0.01,0,0.0047,200.9,-87.159,1.862,0.001,1.866
6,8,10000,0.01,0,0.004,199.4,-87.7932,1.827,0.003,1.837
6,8,1,0.001,0.0056,0.0069,271.7,-170.4679,2.326,0.002,2.329
6,8,10,0.001,0.0032,0.0066,108.4,-553.5063,1.28,0.002,1.288
6,8,100,0.001,1e-04,0.0086,80.6,-1260.2349,1.21,0,1.223
6,8,1000,0.001,0,0.008,79.4,-1232.2771,1.216,0,1.215
6,8,10000,0.001,0,0.0075,80.7,-1263.5672,1.183,0.029,1.24
6,8,1,1e-04,0.0111,0.0131,793.9,-527.472,4.015,0.01,4.024
6,8,10,1e-04,0.0052,0.0063,257.5,-1641.0225,2.01,0.002,2.015
6,8,100,1e-04,0.0038,0.0068,105.9,-5931.3434,1.247,0.001,1.259
6,8,1000,1e-04,0.0011,0.0092,64.5,-18257.1316,1.122,0,1.134
6,8,10000,1e-04,0,0.0129,65.7,-35743.6985,1.164,0.002,1.166
6,9,1,1,0,0.5186,2000,-999.9957,12.915,0.186,13.291
6,9,10,1,0,0.5159,2000,-999.9944,12.838,0.172,13.174
6,9,100,1,0,0.5196,2000,-999.9941,13.262,0.092,13.391
6,9,1000,1,0,0.515,2000,-999.9928,13.177,0.121,13.321
6,9,10000,1,0,0.5215,2000,-999.994,13.004,0.169,13.378
6,9,1,0.1,0,0.0151,1941.2,-609.2495,12.723,0.256,13.154
6,9,10,0.1,0,0.013,1934.6,-607.2349,12.691,0.206,13.001
6,9,100,0.1,0,0.013,1940.2,-608.8769,12.757,0.138,12.91
6,9,1000,0.1,0,0.0131,1941.1,-610.9815,7.081,0.084,7.166
6,9,10000,0.1,0,0.017,1936.8,-609.496,7.013,0.104,7.121
6,9,1,0.01,0,0.0011,137.8,-30.9856,1.389,0.005,1.41
6,9,10,0.01,0,8e-04,128.3,-31.078,1.355,0.005,1.372
6,9,100,0.01,0,6e-04,130.1,-31.2889,1.324,0.003,1.337
6,9,1000,0.01,0,8e-04,130.9,-30.8153,1.354,0.003,1.358
6,9,10000,0.01,0,9e-04,128.5,-32.15,1.334,0,1.355
6,9,1,0.001,0.0017,0.0021,131.8,-75.395,1.411,0,1.41
6,9,10,0.001,4e-04,0.0024,52.8,-184.0688,0.878,0.001,0.902
6,9,100,0.001,0,0.0026,42,-217.8212,0.858,0.001,0.876
6,9,1000,0.001,0,0.0022,43.1,-224.5867,0.848,0.004,0.868
6,9,10000,0.001,0,0.0018,41.3,-200.6401,0.837,0,0.844
6,9,1,1e-04,0.0027,0.0031,455.7,-280.4719,2.448,0.001,2.463
6,9,10,1e-04,0.0015,0.0022,121.2,-702.7048,1.271,0.002,1.28
6,9,100,1e-04,6e-04,0.0025,46.9,-1859.0303,0.793,0.002,0.8
6,9,1000,1e-04,0,0.0016,34.4,-2148.1838,0.753,0.004,0.761
6,9,10000,1e-04,0,0.0019,33.1,-2103.3763,0.736,0.003,0.738
7,8,1,1,0,0.515,2000,-999.9436,12.886,0.198,13.208
7,8,10,1,0,0.5162,2000,-999.9402,12.892,0.155,13.173
7,8,100,1,0,0.5141,2000,-999.9234,13.005,0.15,13.166
7,8,1000,1,0,0.5119,2000,-999.9436,12.957,0.247,13.222
7,8,10000,1,0,0.5134,2000,-999.9229,12.773,0.114,12.991
7,8,1,0.1,0,0.131,1891.8,-619.9606,12.353,0.264,12.729
7,8,10,0.1,0,0.1212,1896.8,-619.7518,12.699,0.186,12.903
7,8,100,0.1,0,0.1216,1896.8,-624.8456,12.801,0.125,12.951
7,8,1000,0.1,0,0.1203,1904.5,-628.2439,8.189,0.216,8.455
7,8,10000,0.1,0,0.1212,1899.6,-627.3953,8.194,0.147,8.352
7,8,1,0.01,9e-04,0.0039,247.9,-77.2866,2.14,0.004,2.154
7,8,10,0.01,0,0.0033,221.7,-91.068,1.957,0,1.977
7,8,100,0.01,0,0.0038,221.4,-94.6556,1.99,0.003,1.999
7,8,1000,0.01,0,0.0042,224.1,-93.9291,1.993,0.003,2.019
7,8,10000,0.01,0,0.004,223.1,-95.4374,1.984,0.013,2.011
7,8,1,0.001,0.0077,0.0096,332.7,-209.4204,2.726,0,2.735
7,8,10,0.001,0.0032,0.0079,129.7,-637.8765,1.479,0,1.482
7,8,100,0.001,3e-04,0.0085,93.1,-1542.635,1.357,0.002,1.367
7,8,1000,0.001,0,0.0085,93,-1634.149,1.354,0,1.358
7,8,10000,0.001,0,0.009,91.3,-1525.5574,1.298,0.003,1.311
7,8,1,1e-04,0.0207,0.0242,892.5,-608.4025,4.457,0.042,4.522
7,8,10,1e-04,0.0073,0.0092,306.5,-1956.8003,2.287,0.003,2.294
7,8,100,1e-04,0.0056,0.0099,127.1,-7287.9221,1.388,0,1.397
7,8,1000,1e-04,0.0017,0.0096,71.8,-22262.6883,1.278,0,1.279
7,8,10000,1e-04,0,0.0144,73.2,-55401.2787,1.292,0.002,1.303
7,9,1,1,0,0.5188,2000,-999.9095,12.936,0.183,13.316
7,9,10,1,0,0.5163,2000,-999.953,12.829,0.218,13.231
7,9,100,1,0,0.5108,2000,-999.928,13.193,0.193,13.418
7,9,1000,1,0,0.5166,2000,-999.9404,13.254,0.184,13.459
7,9,10000,1,0,0.5199,2000,-999.9373,12.943,0.179,13.297
7,9,1,0.1,0,0.0914,1879,-581.6618,12.342,0.252,12.762
7,9,10,0.1,0,0.0897,1874.7,-583.6584,12.515,0.249,12.832
7,9,100,0.1,0,0.0906,1880.1,-587.993,12.521,0.186,12.789
7,9,1000,0.1,0,0.0886,1875.8,-584.0955,9.764,0.242,10.132
7,9,10000,0.1,0,0.0904,1881.9,-587.874,9.777,0.158,10
7,9,1,0.01,0.0078,0.0188,400.9,-181.4691,3.144,0.04,3.195
7,9,10,0.01,2e-04,0.0136,348.8,-295.7869,2.822,0.011,2.899
7,9,100,0.01,0,0.0144,343.2,-303.9313,2.825,0.005,2.886
7,9,1000,0.01,0,0.0144,340.9,-289.8891,2.811,0.003,2.9
7,9,10000,0.01,0,0.0144,342.3,-299.4967,2.877,0.005,2.91
7,9,1,0.001,0.0365,0.0424,557.1,-407.6072,4.231,0.013,4.245
7,9,10,0.001,0.0184,0.0289,295,-1949.2611,2.622,0.012,2.642
7,9,100,0.001,0.0041,0.0194,212.4,-6895.8524,2.287,0.001,2.339
7,9,1000,0.001,0,0.0194,191.8,-9451.0999,2.35,0.003,2.391
7,9,10000,0.001,0,0.0219,190.9,-10277.7215,2.395,0,2.434
7,9,1,1e-04,0.0643,0.0694,1163,-859.3793,6.205,0.064,6.298
7,9,10,1e-04,0.04,0.0449,534.6,-4011.0155,3.451,0.006,3.472
7,9,100,1e-04,0.0285,0.0363,287.2,-21671.6261,2.249,0.003,2.287
7,9,1000,1e-04,0.019,0.0346,217.7,-141374.673,2.265,0,2.33
7,9,10000,1e-04,0.0035,0.0275,189.8,-560900.9636,2.862,0.001,2.871
8,9,1,1,0,0.5164,2000,-999.9927,12.449,0.258,12.724
8,9,10,1,0,0.52,2000,-999.9968,12.766,0.114,12.9
8,9,100,1,0,0.5141,2000,-999.9942,12.909,0.139,13.056
8,9,1000,1,0,0.517,2000,-999.9957,12.93,0.159,13.097
8,9,10000,1,0,0.5129,2000,-999.9938,12.67,0.145,12.832
8,9,1,0.1,0,0.1108,1956.5,-689.6818,12.595,0.282,12.895
8,9,10,0.1,0,0.1028,1956.9,-695.401,12.54,0.198,12.743
8,9,100,0.1,0,0.1016,1954.1,-692.0677,12.546,0.102,12.662
8,9,1000,0.1,0,0.1033,1956.5,-691.4045,8.842,0.108,8.956
8,9,10000,0.1,0,0.1032,1955.8,-692.3385,8.772,0.166,8.946
8,9,1,0.01,0.0024,0.0096,320.6,-119.6269,2.537,0.004,2.547
8,9,10,0.01,0,0.0095,283.5,-156.4369,2.377,0.003,2.383
8,9,100,0.01,0,0.01,282.4,-158.3784,2.383,0,2.393
8,9,1000,0.01,0,0.0089,282.4,-148.7747,2.382,0.008,2.396
8,9,10000,0.01,0,0.0094,290.8,-159.6216,2.403,0.006,2.413
8,9,1,0.001,0.0168,0.0213,430.7,-291.1969,3.317,0.008,3.326
8,9,10,0.001,0.0089,0.0162,197,-1130.9072,1.827,0.004,1.835
8,9,100,0.001,9e-04,0.0155,137.4,-3121.8651,1.631,0.002,1.631
8,9,1000,0.001,0,0.0164,133.7,-3546.4042,1.618,0,1.629
8,9,10000,0.001,0,0.0162,138,-3585.689,1.666,0.001,1.671
8,9,1,1e-04,0.0456,0.0514,1035.9,-730.3871,5.272,0.019,5.294
8,9,10,1e-04,0.02,0.0228,413.5,-2855.0998,2.806,0.004,2.814
8,9,100,1e-04,0.0126,0.0194,187.9,-12418.3955,1.826,0,1.823
8,9,1000,1e-04,0.0083,0.0225,128.3,-65781.8533,1.7,0,1.703
8,9,10000,1e-04,5e-04,0.0251,111.5,-182411.3147,1.788,0,1.789
